idx,input,expected_text,generated_text,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,Problem type
313," Diese Position erfordert eine <SoftSkill>sehr hohe Kommunikationsfähigkeit</SoftSkill>, <SoftSkill>Eigenverantwortung</SoftSkill>, <SoftSkill_C>konzeptionelles</SoftSkill_C> und <SoftSkill>strukturiertes Denken</SoftSkill> sowie die <SoftSkill>Fähigkeit, Problemstellungen systematisch zu lösen</SoftSkill>. ->"," Diese Position erfordert eine <SoftSkill>sehr hohe Kommunikationsfähigkeit</SoftSkill>, <SoftSkill>Eigenverantwortung</SoftSkill>, <SoftSkill>konzeptionelles Denken</SoftSkill> und <SoftSkill>strukturiertes Denken</SoftSkill> sowie die <SoftSkill>Fähigkeit, Problemstellungen systematisch zu lösen</SoftSkill>."," Diese Position erfordert eine <SoftSkill>sehr hohe Kommunikationsfähigkeit</SoftSkill>, <SoftSkill>Eigenverantwortung</SoftSkill>, <SoftSkill>konzeptionelles Denken</SoftSkill> und <SoftSkill>strukturiertes Denken</SoftSkill> sowie die <SoftSkill>Fähigkeit, Problemstellungen systematisch zu lösen</SoftSkill>."," Diese Position erfordert eine sehr hohe Kommunikationsfähigkeit, Eigenverantwortung, konzeptionelles Denken und strukturiertes Denken sowie die Fähigkeit, Problemstellungen systematisch zu lösen."," Diese Position erfordert eine sehr hohe Kommunikationsfähigkeit, Eigenverantwortung, konzeptionelles Denken und strukturiertes Denken sowie die Fähigkeit, Problemstellungen systematisch zu lösen.",0,OWA
314," Sie sind eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>flexible Person</SoftSkill>, die sich <SoftSkill>motiviert mit Herz</SoftSkill> und <SoftSkill>Leidenschaft</SoftSkill> in der Kindergruppe einbringt und dort ihre eigenen Ideen umsetzt. ->","  Sie sind eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>flexible Person</SoftSkill>, die sich <SoftSkill>motiviert mit Herz</SoftSkill> und <SoftSkill>motiviert mit Leidenschaft</SoftSkill> in der Kindergruppe einbringt und dort ihre eigenen Ideen umsetzt.","  Sie sind eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>flexible Person</SoftSkill>, die sich <SoftSkill>motiviert mit Herz</SoftSkill> und <SoftSkill>motiviert mit Leidenschaft</SoftSkill> in der Kindergruppe einbringt und dort ihre eigenen Ideen umsetzt.","  Sie sind eine freundliche Person, zuverlässige Person und flexible Person, die sich motiviert mit Herz und motiviert mit Leidenschaft in der Kindergruppe einbringt und dort ihre eigenen Ideen umsetzt.","  Sie sind eine freundliche Person, zuverlässige Person und flexible Person, die sich motiviert mit Herz und motiviert mit Leidenschaft in der Kindergruppe einbringt und dort ihre eigenen Ideen umsetzt.",0,MC
315," Es <SoftSkill>fällt Ihnen leicht, komplexe Sachverhalte stufengerecht darzustellen</SoftSkill> und zu <SoftSkill_C>dokumentieren</SoftSkill_C>. ->"," Es <SoftSkill>fällt Ihnen leicht, komplexe Sachverhalte stufengerecht darzustellen</SoftSkill> und <SoftSkill>es fällt Ihnen leicht, komplexe Sachverhalte stufengerecht zu dokumentieren</SoftSkill>."," Es <SoftSkill>fällt Ihnen leicht, komplexe Sachverhalte stufengerecht darzustellen</SoftSkill> und <SoftSkill>es fällt Ihnen leicht, komplexe Sachverhalte stufengerecht zu dokumentieren</SoftSkill>."," Es fällt Ihnen leicht, komplexe Sachverhalte stufengerecht darzustellen und es fällt Ihnen leicht, komplexe Sachverhalte stufengerecht zu dokumentieren."," Es fällt Ihnen leicht, komplexe Sachverhalte stufengerecht darzustellen und es fällt Ihnen leicht, komplexe Sachverhalte stufengerecht zu dokumentieren.",0,MWA
316,•  <SoftSkill>Präzise Arbeitsweise</SoftSkill> sowie <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> ->,<SoftSkill>Präzise Arbeitsweise</SoftSkill> sowie <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>.,<SoftSkill>Präzise Arbeitsweise</SoftSkill> sowie <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>.,Präzise Arbeitsweise sowie unternehmerisches Denken und unternehmerisches Handeln.,Präzise Arbeitsweise sowie unternehmerisches Denken und unternehmerisches Handeln.,0,OWA
317," Sie bringen ein <SoftSkill>ausgeprägtes Interesse am Bildungswesen</SoftSkill> mit und überzeugen durch Ihre <SoftSkill_C>strukturierte</SoftSkill_C>, <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Arbeit</SoftSkill>. ->"," Sie bringen ein <SoftSkill>ausgeprägtes Interesse am Bildungswesen</SoftSkill> mit und überzeugen durch Ihre <SoftSkill>strukturierte Arbeit</SoftSkill>, <SoftSkill>zielorientierte Arbeit</SoftSkill> und <SoftSkill>dienstleistungsorientierte Arbeit</SoftSkill>."," Sie bringen ein <SoftSkill>ausgeprägtes Interesse am Bildungswesen</SoftSkill> mit und überzeugen durch Ihre <SoftSkill>strukturierte Arbeit</SoftSkill>, <SoftSkill>zielorientierte Arbeit</SoftSkill> und <SoftSkill>dienstleistungsorientierte Arbeit</SoftSkill>."," Sie bringen ein ausgeprägtes Interesse am Bildungswesen mit und überzeugen durch Ihre strukturierte Arbeit, zielorientierte Arbeit und dienstleistungsorientierte Arbeit."," Sie bringen ein ausgeprägtes Interesse am Bildungswesen mit und überzeugen durch Ihre strukturierte Arbeit, zielorientierte Arbeit und dienstleistungsorientierte Arbeit.",0,HOWA
318,Sie haben ein <SoftSkill>ausgeprägtes Flair für Kommunikation</SoftSkill> und <SoftSkill_C>Marketing</SoftSkill_C> im industriellen Umfeld und eine <SoftSkill>Affinität zu Hightech und Digitalisierung</SoftSkill>. ->,Sie haben ein <SoftSkill>ausgeprägtes Flair für Kommunikation</SoftSkill> und <SoftSkill>ein ausgeprägtes Flair für Marketing</SoftSkill> im industriellen Umfeld und eine <SoftSkill>Affinität zu Hightech und Digitalisierung</SoftSkill>.,Sie haben ein <SoftSkill>ausgeprägtes Flair für Kommunikation</SoftSkill> und <SoftSkill>ein ausgeprägtes Flair für Marketing</SoftSkill> im industriellen Umfeld und eine <SoftSkill>Affinität zu Hightech und Digitalisierung</SoftSkill>.,Sie haben ein ausgeprägtes Flair für Kommunikation und ein ausgeprägtes Flair für Marketing im industriellen Umfeld und eine Affinität zu Hightech und Digitalisierung.,Sie haben ein ausgeprägtes Flair für Kommunikation und ein ausgeprägtes Flair für Marketing im industriellen Umfeld und eine Affinität zu Hightech und Digitalisierung.,0,MWA
319," Weiterhin verfügen Sie über <SoftSkill>ausgeprägten verkäuferischen Instinkt</SoftSkill>, <SoftSkill>Durchhaltevermögen</SoftSkill> und <SoftSkill_C>Dienstleistungs-</SoftSkill_C>, <SoftSkill_C>Organisations-</SoftSkill_C> und
<SoftSkill>Kommunikationsstärken</SoftSkill>. ->","  Weiterhin verfügen Sie über <SoftSkill>ausgeprägten verkäuferischen Instinkt</SoftSkill>, <SoftSkill>Durchhaltevermögen</SoftSkill> und <SoftSkill>Dienstleistungsstärken</SoftSkill>, <SoftSkill>Organisationsstärken</SoftSkill> und <SoftSkill>Kommunikationsstärken</SoftSkill>.","  Weiterhin verfügen Sie über <SoftSkill>ausgeprägten verkäuferischen Instinkt</SoftSkill>, <SoftSkill>Durchhaltevermögen</SoftSkill> und <SoftSkill>Dienstleistungsstärken</SoftSkill>, <SoftSkill>Organisationsstärken</SoftSkill> und <SoftSkill>Kommunikationsstärken</SoftSkill>.","  Weiterhin verfügen Sie über ausgeprägten verkäuferischen Instinkt, Durchhaltevermögen und Dienstleistungsstärken, Organisationsstärken und Kommunikationsstärken.","  Weiterhin verfügen Sie über ausgeprägten verkäuferischen Instinkt, Durchhaltevermögen und Dienstleistungsstärken, Organisationsstärken und Kommunikationsstärken.",0,HOWA
320," Für diese Tätigkeit stellen wir uns eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>humorvolle Persönlichkeit</SoftSkill> vor, die eine kaufmännische oder gleichwertige Ausbildung mit medizinischem Hintergrund mitbringt. ->"," Für diese Tätigkeit stellen wir uns eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>humorvolle Persönlichkeit</SoftSkill> vor, die eine kaufmännische oder gleichwertige Ausbildung mit medizinischem Hintergrund mitbringt."," Für diese Tätigkeit stellen wir uns eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>humorvolle Persönlichkeit</SoftSkill> vor, die eine kaufmännische oder gleichwertige Ausbildung mit medizinischem Hintergrund mitbringt."," Für diese Tätigkeit stellen wir uns eine kommunikative Persönlichkeit, teamfähige Persönlichkeit und humorvolle Persönlichkeit vor, die eine kaufmännische oder gleichwertige Ausbildung mit medizinischem Hintergrund mitbringt."," Für diese Tätigkeit stellen wir uns eine kommunikative Persönlichkeit, teamfähige Persönlichkeit und humorvolle Persönlichkeit vor, die eine kaufmännische oder gleichwertige Ausbildung mit medizinischem Hintergrund mitbringt.",0,MC
321," Sie sind eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>. ->","  Sie sind eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>.","  Sie sind eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>.","  Sie sind eine kommunikative Persönlichkeit, lösungsorientierte Persönlichkeit.","  Sie sind eine kommunikative Persönlichkeit, lösungsorientierte Persönlichkeit.",0,OWA
322,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill_C>hohe körperliche</SoftSkill_C> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus. ->,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill>hohe körperliche Belastbarkeit</SoftSkill> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus.,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill>hohe körperliche Belastbarkeit</SoftSkill> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus.,Eine einwandfreie Gesundheit und eine hohe körperliche Belastbarkeit und mentale Belastbarkeit setzen wir ebenfalls voraus.,Eine einwandfreie Gesundheit und eine hohe körperliche Belastbarkeit und mentale Belastbarkeit setzen wir ebenfalls voraus.,0,OWA
323,Zudem hast du <SoftSkill>Freude an Sprachen</SoftSkill> und <SoftSkill_C>Zahlen</SoftSkill_C> und du bist bereit 3 Jahre dein Bestes zu geben? ->,Zudem hast du <SoftSkill>Freude an Sprachen</SoftSkill> und <SoftSkill>Freude an Zahlen</SoftSkill> und du bist bereit 3 Jahre dein Bestes zu geben?,Zudem hast du <SoftSkill>Freude an Sprachen</SoftSkill> und <SoftSkill>Freude an Zahlen</SoftSkill> und du bist bereit 3 Jahre dein Bestes zu geben?,Zudem hast du Freude an Sprachen und Freude an Zahlen und du bist bereit 3 Jahre dein Bestes zu geben?,Zudem hast du Freude an Sprachen und Freude an Zahlen und du bist bereit 3 Jahre dein Bestes zu geben?,0,MWA
324," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil) ->"," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)"," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)"," Kaufmännische Ausbildung Spediteur Freundliches Auftreten und Eigeninitiative Berufserfahrung in der Spedition Selbständiges Arbeiten und zuverlässiges Arbeiten, kundenorientiert Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)"," Kaufmännische Ausbildung Spediteur Freundliches Auftreten und Eigeninitiative Berufserfahrung in der Spedition Selbständiges Arbeiten und zuverlässiges Arbeiten, kundenorientiert Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)",0,OWA
325," <SoftSkill>Kontaktfreude</SoftSkill>, <SoftSkill>Kommunikationsstärke</SoftSkill> und <SoftSkill>Verhandlungsgeschick</SoftSkill>
<SoftSkill_C>Selbstständige</SoftSkill_C> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>hohes Engagement</SoftSkill>
Abgeschlossene kaufm. ->"," <SoftSkill>Kontaktfreude</SoftSkill>, <SoftSkill>Kommunikationsstärke</SoftSkill> und <SoftSkill>Verhandlungsgeschick</SoftSkill>
<SoftSkill>Selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>hohes Engagement</SoftSkill>
Abgeschlossene kaufm."," <SoftSkill>Kontaktfreude</SoftSkill>, <SoftSkill>Kommunikationsstärke</SoftSkill> und <SoftSkill>Verhandlungsgeschick</SoftSkill>
<SoftSkill>Selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>hohes Engagement</SoftSkill>
Abgeschlossene kaufm."," Kontaktfreude, Kommunikationsstärke und Verhandlungsgeschick Selbstständige Arbeitsweise und zielorientierte Arbeitsweise sowie hohes Engagement Abgeschlossene kaufm."," Kontaktfreude, Kommunikationsstärke und Verhandlungsgeschick Selbstständige Arbeitsweise und zielorientierte Arbeitsweise sowie hohes Engagement Abgeschlossene kaufm.",0,OWA
326," Zudem bist du eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>aufgestellte Person</SoftSkill>. ->"," Zudem bist du eine <SoftSkill>offene Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>aufgestellte Person</SoftSkill>."," Zudem bist du eine <SoftSkill>offene Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>aufgestellte Person</SoftSkill>."," Zudem bist du eine offene Person, zuverlässige Person und aufgestellte Person."," Zudem bist du eine offene Person, zuverlässige Person und aufgestellte Person.",0,MC
327," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung
<SoftSkill>Freude am Kundenkontakt</SoftSkill>
<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill_C>Zuverlässige</SoftSkill_C>, <SoftSkill_C>saubere</SoftSkill_C> und <SoftSkill>genaue Arbeitsweise</SoftSkill> ->"," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung
<SoftSkill>Freude am Kundenkontakt</SoftSkill>
<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>saubere Arbeitsweise</SoftSkill> und <SoftSkill>genaue Arbeitsweise</SoftSkill>"," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung
<SoftSkill>Freude am Kundenkontakt</SoftSkill>
<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>saubere Arbeitsweise</SoftSkill> und <SoftSkill>genaue Arbeitsweise</SoftSkill>"," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung Freude am Kundenkontakt Selbstständigkeit, Teamfähigkeit und Flexibilität Zuverlässige Arbeitsweise, saubere Arbeitsweise und genaue Arbeitsweise"," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung Freude am Kundenkontakt Selbstständigkeit, Teamfähigkeit und Flexibilität Zuverlässige Arbeitsweise, saubere Arbeitsweise und genaue Arbeitsweise",0,MC
328," <SoftSkill>Interesse für Technik</SoftSkill> und ein <SoftSkill>analytisches Denkvermögen</SoftSkill>
eine <SoftSkill>hohe Auffassungsgabe</SoftSkill>
<SoftSkill>Motivation</SoftSkill> und eine <SoftSkill>hohe Lernbereitschaft</SoftSkill>
Du <SoftSkill>arbeitest gerne verantwortungsbewusst</SoftSkill> und <SoftSkill_C>selbständig</SoftSkill_C> und Du bist <SoftSkill>kontaktfreudig</SoftSkill>. ->"," <SoftSkill>Interesse für Technik</SoftSkill> und ein <SoftSkill>analytisches Denkvermögen</SoftSkill>
eine <SoftSkill>hohe Auffassungsgabe</SoftSkill>
<SoftSkill>Motivation</SoftSkill> und eine <SoftSkill>hohe Lernbereitschaft</SoftSkill>
Du <SoftSkill>arbeitest gerne verantwortungsbewusst</SoftSkill> und <SoftSkill>arbeitest gerne selbständig</SoftSkill> und Du bist <SoftSkill>kontaktfreudig</SoftSkill>."," <SoftSkill>Interesse für Technik</SoftSkill> und ein <SoftSkill>analytisches Denkvermögen</SoftSkill>
eine <SoftSkill>hohe Auffassungsgabe</SoftSkill>
<SoftSkill>Motivation</SoftSkill> und eine <SoftSkill>hohe Lernbereitschaft</SoftSkill>
Du <SoftSkill>arbeitest gerne verantwortungsbewusst</SoftSkill> und <SoftSkill>arbeitest gerne selbständig</SoftSkill> und Du bist <SoftSkill>kontaktfreudig</SoftSkill>.", Interesse für Technik und ein analytisches Denkvermögen eine hohe Auffassungsgabe Motivation und eine hohe Lernbereitschaft Du arbeitest gerne verantwortungsbewusst und arbeitest gerne selbständig und Du bist kontaktfreudig., Interesse für Technik und ein analytisches Denkvermögen eine hohe Auffassungsgabe Motivation und eine hohe Lernbereitschaft Du arbeitest gerne verantwortungsbewusst und arbeitest gerne selbständig und Du bist kontaktfreudig.,0,MWA
329,Sie sind eine <SoftSkill>überzeugende Persönlichkeit</SoftSkill> mit <SoftSkill_C>ausgeprägten Kommunikations-</SoftSkill_C> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill>. ->,Sie sind eine <SoftSkill>überzeugende Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägten Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill>.,Sie sind eine <SoftSkill>überzeugende Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägten Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill>.,Sie sind eine überzeugende Persönlichkeit mit ausgeprägten Kommunikationsfähigkeiten und Verhandlungsfähigkeiten.,Sie sind eine überzeugende Persönlichkeit mit ausgeprägten Kommunikationsfähigkeiten und Verhandlungsfähigkeiten.,0,HOWA
330," <SoftSkill_C>Genaues</SoftSkill_C>, <SoftSkill>qualitativ hochstehendes Arbeiten</SoftSkill>. ->"," <SoftSkill>Genaues Arbeiten</SoftSkill>, <SoftSkill>qualitativ hochstehendes Arbeiten</SoftSkill>."," <SoftSkill>Genaues Arbeiten</SoftSkill>, <SoftSkill>qualitativ hochstehendes Arbeiten</SoftSkill>."," Genaues Arbeiten, qualitativ hochstehendes Arbeiten."," Genaues Arbeiten, qualitativ hochstehendes Arbeiten.",0,OWA
331,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill_C>zuvorkommend</SoftSkill_C>. ->,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend</SoftSkill>.,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend</SoftSkill>.,Mit viel Freude und Engagement erfüllen Sie die Kundenanliegen in der Kundenzone kompetent und erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend.,Mit viel Freude und Engagement erfüllen Sie die Kundenanliegen in der Kundenzone kompetent und erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend.,0,MWA
