,input,output,ind_skill,input_EN,output_EN
173,Sie sind sich gewohnt <SoftSkill_C>vorausschauend</SoftSkill_C> und <SoftSkill>vernetzt zu denken</SoftSkill> und <SoftSkill_C>zu handeln</SoftSkill_C>.,Sie sind sich gewohnt <SoftSkill>vorausschauend zu denken</SoftSkill> und <SoftSkill>vernetzt zu denken</SoftSkill> und <SoftSkill>vorausschauend und vernetzt zu handeln</SoftSkill>.,"['vorausschauend zu denken', 'vernetzt zu denken', 'vorausschauend und vernetzt zu handeln']",They are accustomed to <SoftSkill_C>thinking ahead</SoftSkill_C> and <SoftSkill>networking</SoftSkill> and <SoftSkill_C>acting</SoftSkill_C>.,They are used to <SoftSkill>thinking ahead</SoftSkill> and <SoftSkill>networking</SoftSkill> and <SoftSkill>acting with foresight and networking</SoftSkill>.
1824," Wir suchen nach Vereinbarung eine <SoftSkill_C>zielstrebige</SoftSkill_C>, <SoftSkill>international ausgerichtete Persönlichkeit</SoftSkill> als
Head (m/w) Category Management & Development
- in Europe"," Wir suchen nach Vereinbarung eine <SoftSkill>zielstrebige Persönlichkeit</SoftSkill>, <SoftSkill>international ausgerichtete Persönlichkeit</SoftSkill> als Head (m/w) Category Management & Development
- in Europe","['zielstrebige Persönlichkeit', 'international ausgerichtete Persönlichkeit']"," We are looking for a <SoftSkill_C>goal-oriented<//SoftSkill_C>, <SoftSkill>internationally oriented personality<//SoftSkill> as
Head (m/f) Category Management & Development
- in Europe"," We are looking for a <SoftSkill>goal-oriented personality<//SoftSkill>, <SoftSkill>internationally oriented personality<//SoftSkill> as Head (m/f) Category Management & Development
- in Europe"
1419," Abgeschlossene Berufslehre in der Elektro- oder Baubranche und mehrjährige Erfahrung im Fahrleitungsbau inkl. Schaltberechtigung
<SoftSkill_C>Hohes Verantwortungs-</SoftSkill_C> und <SoftSkill>Sicherheitsbewusstsein</SoftSkill>
Führerausweis Kat."," Abgeschlossene Berufslehre in der Elektro- oder Baubranche und mehrjährige Erfahrung im Fahrleitungsbau inkl. Schaltberechtigung
<SoftSkill>Hohes Verantwortungsbewusstsein</SoftSkill> und <SoftSkill>Sicherheitsbewusstsein</SoftSkill>
Führerausweis Kat.","['Hohes Verantwortungsbewusstsein', 'Sicherheitsbewusstsein']"," Completed professional apprenticeship in the electrical or construction industry and several years of experience in overhead line construction incl. switching authorisation.
<SoftSkill_C>High sense of responsibility</SoftSkill_C> and <SoftSkill>Safety awareness</SoftSkill>.
Driving licence cat."," Completed professional apprenticeship in the electrical or construction industry and several years of experience in overhead line construction incl. switching authorisation.
<SoftSkill>High sense of responsibility</SoftSkill> and <SoftSkill>Safety awareness</SoftSkill>.
Driving licence cat."
366,•  <SoftSkill>Bereitschaft früh aufzustehen</SoftSkill> und <SoftSkill_C>unregelmässig zu Arbeiten</SoftSkill_C,<SoftSkill>Bereitschaft früh aufzustehen</SoftSkill> und <SoftSkill>Bereitschaft unregelmässig zu Arbeiten</SoftSkill>.,"['Bereitschaft früh aufzustehen', 'Bereitschaft unregelmässig zu Arbeiten']",- <SoftSkill>Willingness to get up early</SoftSkill> and <SoftSkill_C>working irregularly</SoftSkill_C,<SoftSkill>Willingness to get up early</SoftSkill> and <SoftSkill>Willingness to work irregularly</SoftSkill>.
1694, Sie <SoftSkill>setzen gerne kreative Ideen um</SoftSkill> und <SoftSkill_C>schätzen</SoftSkill_C> den <SoftSkill>kollegialen Umgang in einem motivierten Team</SoftSkill>., Sie <SoftSkill>setzen gerne kreative Ideen um</SoftSkill> und <SoftSkill>schätzen den kollegialen Umgang in einem motivierten Team</SoftSkill>.,"['setzen gerne kreative Ideen um', 'schätzen den kollegialen Umgang in einem motivierten Team']", You <SoftSkill>like to implement creative ideas</SoftSkill> and <SoftSkill_C>appreciate</SoftSkill_C> the <SoftSkill>collegial interaction in a motivated team</SoftSkill>., You <SoftSkill>like to implement creative ideas</SoftSkill> and <SoftSkill>appreciate the collegial interaction in a motivated team</SoftSkill>.
1235, Dank Ihrer <SoftSkill_C>kompetenten</SoftSkill_C> und <SoftSkill>zielorientierten Kommunikationsweise</SoftSkill> führen Sie Verhandlungen sachbezogen mit einem pragmatischen Lösungsansatz., Dank Ihrer <SoftSkill>kompetenten Kommunikationsweise</SoftSkill> und <SoftSkill>zielorientierten Kommunikationsweise</SoftSkill> führen Sie Verhandlungen sachbezogen mit einem pragmatischen Lösungsansatz.,"['kompetenten Kommunikationsweise', 'zielorientierten Kommunikationsweise']"," Thanks to your <SoftSkill_C>competent</SoftSkill_C> and <SoftSkill>goal-oriented communication style</SoftSkill>, you conduct negotiations in a fact-based manner with a pragmatic approach to finding solutions."," Thanks to your <SoftSkill>competent communication style</SoftSkill> and <SoftSkill>goal-oriented communication style</SoftSkill>, you conduct negotiations in a fact-based manner with a pragmatic approach to finding solutions."
1298, <SoftSkill_C>Verständliche</SoftSkill_C> und <SoftSkill>differenzierte Ausdrucksweise</SoftSkill> (v.a. schriftlich), <SoftSkill>Verständliche Ausdrucksweise</SoftSkill> und <SoftSkill>differenzierte Ausdrucksweise</SoftSkill> (v.a. schriftlich),"['Verständliche Ausdrucksweise', 'differenzierte Ausdrucksweise']", <SoftSkill_C>Comprehensible</SoftSkill_C> and <SoftSkill>differentiated expression</SoftSkill> (especially in writing)., <SoftSkill>Comprehensible expression</SoftSkill> and <SoftSkill>differentiated expression</SoftSkill> (especially in writing)
585,Als <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>flexible Führungsperson</SoftSkill> pflegen Sie eine <SoftSkill_C>professionelle</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill>.,Als <SoftSkill>offene Führungsperson</SoftSkill> und <SoftSkill>flexible Führungsperson</SoftSkill> pflegen Sie eine <SoftSkill>professionelle Arbeitsweise</SoftSkill> und <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill>.,"['offene Führungsperson', 'flexible Führungsperson', 'professionelle Arbeitsweise', 'verantwortungsbewusste Arbeitsweise']",As a <SoftSkill_C>open</SoftSkill_C> and <SoftSkill>flexible leader</SoftSkill> you cultivate a <SoftSkill_C>professional</SoftSkill_C> and <SoftSkill>responsible way of working</SoftSkill>.,As a <SoftSkill>open leader</SoftSkill> and <SoftSkill>flexible leader</SoftSkill> you cultivate a <SoftSkill>professional way of working</SoftSkill> and <SoftSkill>responsible way of working</SoftSkill>.
78,"Sie sind eine <SoftSkill_C>kontaktfreudige</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>arbeiten gerne im Team</SoftSkill>.","Sie sind eine <SoftSkill>kontaktfreudige Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>arbeiten gerne im Team</SoftSkill>.","['kontaktfreudige Person', 'zuverlässige Person', 'engagierte Person', 'arbeiten gerne im Team']","You are a <SoftSkill_C>contactful</SoftSkill_C>, <SoftSkill_C>reliable</SoftSkill_C> and <SoftSkill>dedicated person</SoftSkill> and <SoftSkill>like to work in a team</SoftSkill>.","You are a <SoftSkill>contact person</SoftSkill>, <SoftSkill>reliable person</SoftSkill> and <SoftSkill>engaged person</SoftSkill> and <SoftSkill>like to work in a team</SoftSkill>."
1047," Eine <SoftSkill_C>dynamische</SoftSkill_C>, <SoftSkill>leistungsorientierte Persönlichkeit</SoftSkill>, die mit einer starken Firma als Stütze mit viel Eigenverantwortung in die Zukunft gehen will!"," Eine <SoftSkill>dynamische Persönlichkeit</SoftSkill>, <SoftSkill>leistungsorientierte Persönlichkeit</SoftSkill>, die mit einer starken Firma als Stütze mit viel Eigenverantwortung in die Zukunft gehen will!","['dynamische Persönlichkeit', 'leistungsorientierte Persönlichkeit']"," A <SoftSkill_C>dynamic</SoftSkill_C>, <SoftSkill>performance-oriented personality</SoftSkill> who wants to go into the future with a strong company as a support with a lot of personal responsibility!"," A <SoftSkill>dynamic personality</SoftSkill>, <SoftSkill>performance-oriented personality</SoftSkill>, who wants to go into the future with a strong company as a support with a lot of personal responsibility!"
1393," Sie sind...
...ein <SoftSkill>absoluter Morgenmensch</SoftSkill> und eine <SoftSkill_C>herzliche</SoftSkill_C>, <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>begeisterungsfähige Person</SoftSkill> die <SoftSkill>mit viel Freude</SoftSkill> und <SoftSkill>Liebe zum Detail</SoftSkill> eine top Dienstleistung erbringt."," Sie sind ein <SoftSkill>absoluter Morgenmensch</SoftSkill> und eine <SoftSkill>herzliche Person</SoftSkill>, <SoftSkill>offene Person</SoftSkill> und <SoftSkill>begeisterungsfähige Person</SoftSkill> die <SoftSkill>mit viel Freude</SoftSkill> und <SoftSkill>Liebe zum Detail</SoftSkill> eine top Dienstleistung erbringt.","['absoluter Morgenmensch', 'herzliche Person', 'offene Person', 'begeisterungsfähige Person', 'mit viel Freude', 'Liebe zum Detail']"," You are...
...an <SoftSkill>absolute morning person</SoftSkill> and a <SoftSkill_C>hearted</SoftSkill_C>, <SoftSkill_C>open</SoftSkill_C> and <SoftSkill>enthusiastic person</SoftSkill> who <SoftSkill>delivers a top service with a lot of joy</SoftSkill> and <SoftSkill>love for detail</SoftSkill>."," You are an <SoftSkill>absolute morning person</SoftSkill> and a <SoftSkill>hearty person</SoftSkill>, <SoftSkill>open person</SoftSkill> and <SoftSkill>enthusiastic person</SoftSkill> who <SoftSkill>delivers a top service with a lot of joy</SoftSkill> and <SoftSkill>love for detail</SoftSkill>."
32,"Abgeschlossene Volksschule (mittlere o. oberste Stufe), gute Mathematik- u. Deutschnoten, <SoftSkill_C>positives Lern-</SoftSkill_C> u. <SoftSkill>Sozialverhalten</SoftSkill>.","Abgeschlossene Volksschule (mittlere o. oberste Stufe), gute Mathematik- u. Deutschnoten, <SoftSkill>positives Lernverhalten</SoftSkill> u. <SoftSkill>positives Sozialverhalten</SoftSkill>.","['positives Lernverhalten', 'positives Sozialverhalten']","Completed primary school (middle or upper level), good maths and German grades, <SoftSkill_C>positive learning</SoftSkill_C> and <SoftSkill>social behaviour</SoftSkill>.","Completed primary school (middle or upper level), good maths and German grades, <SoftSkill>positive learning behaviour</SoftSkill> and <SoftSkill>positive social behaviour</SoftSkill>."
1305," •  <SoftSkill>arbeiten dynamisch</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und Ihr <SoftSkill>Herz schlägt für die Gemeindeentwicklung</SoftSkill"," • <SoftSkill>arbeiten dynamisch</SoftSkill>, <SoftSkill>arbeiten strukturiert</SoftSkill> und Ihr <SoftSkill>Herz schlägt für die Gemeindeentwicklung</SoftSkill>","['arbeiten dynamisch', 'arbeiten strukturiert', 'Herz schlägt für die Gemeindeentwicklung']"," - <SoftSkill>work dynamically</SoftSkill>, <SoftSkill_C>structured</SoftSkill_C> and your <SoftSkill>heart beats for community development</SoftSkill"," - <SoftSkill>work dynamically</SoftSkill>, <SoftSkill>work in a structured way</SoftSkill> and your <SoftSkill>heart beats for community development</SoftSkill>."
1177," Ihre Kompetenz
Sie sind eine <SoftSkill_C>junge</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>sympathische</SoftSkill_C> und <SoftSkill>erfolgsorientierte Persönlichkeit</SoftSkill> und bewegen sich gerne in der Aargauer Gastro- und Nachtclubszene."," Ihre Kompetenz
Sie sind eine <SoftSkill>junge Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>sympathische Persönlichkeit</SoftSkill> und <SoftSkill>erfolgsorientierte Persönlichkeit</SoftSkill> und bewegen sich gerne in der Aargauer Gastro- und Nachtclubszene.","['junge Persönlichkeit', 'kommunikative Persönlichkeit', 'sympathische Persönlichkeit', 'erfolgsorientierte Persönlichkeit']"," Your competence
You are a <SoftSkill_C>young</SoftSkill_C>, <SoftSkill_C>communicative</SoftSkill_C>, <SoftSkill_C>sympathetic</SoftSkill_C> and <SoftSkill>success-oriented personality</SoftSkill> and like to move around in the Aargau gastro and nightclub scene."," Your competence
You are a <SoftSkill>young personality</SoftSkill>, <SoftSkill>communicative personality</SoftSkill>, <SoftSkill>sympathetic personality</SoftSkill> and <SoftSkill>success-oriented personality</SoftSkill> and like to move around in the Aargau gastro and nightclub scene."
1950, Ihr <SoftSkill_C>freundlicher</SoftSkill_C> und <SoftSkill>zuvorkommender Umgang mit unseren Fahrgästen hinterlässt Eindruck</SoftSkill>., Ihr <SoftSkill>freundlicher Umgang mit unseren Fahrgästen hinterlässt Eindruck</SoftSkill> und <SoftSkill>zuvorkommender Umgang mit unseren Fahrgästen hinterlässt Eindruck</SoftSkill>.,"['freundlicher Umgang mit unseren Fahrgästen hinterlässt Eindruck', 'zuvorkommender Umgang mit unseren Fahrgästen hinterlässt Eindruck']", Your <SoftSkill_C>friendly</SoftSkill_C> and <SoftSkill>protective approach to our passengers leaves an impression</SoftSkill>., Your <SoftSkill>friendly treatment of our passengers leaves an impression</SoftSkill> and <SoftSkill>protective treatment of our passengers leaves an impression</SoftSkill>.
1721, Sie verfügen über <SoftSkill_C>ausgeprägte analytische</SoftSkill_C> und <SoftSkill>betriebswirtschaftliche Fähigkeiten</SoftSkill>., Sie verfügen über <SoftSkill>ausgeprägte analytische Fähigkeiten</SoftSkill> und <SoftSkill>betriebswirtschaftliche Fähigkeiten</SoftSkill>.,"['ausgeprägte analytische Fähigkeiten', 'betriebswirtschaftliche Fähigkeiten']", You have <SoftSkill_C>strong analytical</SoftSkill_C> and <SoftSkill>business skills</SoftSkill>., You have <SoftSkill>strong analytical skills</SoftSkill> and <SoftSkill>business management skills</SoftSkill>.
124,"Zählen Sie eine <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill> ebenso zu Ihren Stärken wie <SoftSkill>Zuverlässigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und eine <SoftSkill>rasche Auffassungsgabe</SoftSkill>?","Zählen Sie eine <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill> ebenso zu Ihren Stärken wie <SoftSkill>Zuverlässigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und eine <SoftSkill>rasche Auffassungsgabe</SoftSkill>?","['exakte Arbeitsweise', 'sorgfältige Arbeitsweise', 'Zuverlässigkeit', 'Belastbarkeit', 'rasche Auffassungsgabe']","Do you count <SoftSkill_C>exact</SoftSkill_C> and <SoftSkill>careful working methods</SoftSkill> among your strengths as well as <SoftSkill>reliability</SoftSkill>, <SoftSkill>resilience</SoftSkill> and a <SoftSkill>rapid grasp</SoftSkill>?","Do you count a <SoftSkill>precise way of working</SoftSkill> and <SoftSkill>careful way of working</SoftSkill> among your strengths as well as <SoftSkill>reliability</SoftSkill>, <SoftSkill>resilience</SoftSkill> and a <SoftSkill>rapid grasp</SoftSkill>?"
1334," Ihre <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>kundenorientierte Art</SoftSkill> zeichnet Sie aus."," Ihre <SoftSkill>aufgestellte Art</SoftSkill>, <SoftSkill>freundliche Art</SoftSkill> und <SoftSkill>kundenorientierte Art</SoftSkill> zeichnet Sie aus.","['aufgestellte Art', 'freundliche Art', 'kundenorientierte Art']"," Your <SoftSkill_C>attitude</SoftSkill_C>, <SoftSkill_C>friendly</SoftSkill_C> and <SoftSkill>customer-oriented manner</SoftSkill> sets you apart."," Your <SoftSkill>fancy</SoftSkill>, <SoftSkill>friendly</SoftSkill> and <SoftSkill>customer-oriented</SoftSkill> characterise you."
352," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill_C>Führungs-</SoftSkill_C> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>."," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill>Führungsgeschick</SoftSkill> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>.","['Leistungsfähigkeit', 'Führungsgeschick', 'Handlungsgeschick']"," Grab this opportunity and start this company's success story with competence, <SoftSkill>performance</SoftSkill> and <SoftSkill_C>leadership</SoftSkill_C> as well as <SoftSkill>action</SoftSkill>."," Grab this opportunity and start this company's success story with competence, <SoftSkill>performance</SoftSkill> and <SoftSkill>leadership</SoftSkill> as well as <SoftSkill>action</SoftSkill>."
163,"Sie <SoftSkill>arbeiten verantwortungsbewusst</SoftSkill>, <SoftSkill_C>selbständig</SoftSkill_C>, sind <SoftSkill>teamfähig</SoftSkill> und <SoftSkill>belastbar</SoftSkill>.","Sie <SoftSkill>arbeiten verantwortungsbewusst</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill>, sind <SoftSkill>teamfähig</SoftSkill> und <SoftSkill>sind belastbar</SoftSkill>.","['arbeiten verantwortungsbewusst', 'arbeiten selbständig', 'teamfähig', 'sind belastbar']","You <SoftSkill>work responsibly</SoftSkill>, <SoftSkill_C>independently</SoftSkill_C>, are <SoftSkill>team-oriented</SoftSkill> and <SoftSkill>resilient</SoftSkill>.","You <SoftSkill>work responsibly</SoftSkill>, <SoftSkill>work independently</SoftSkill>, <SoftSkill>are a team player</SoftSkill> and <SoftSkill>are able to work under pressure</SoftSkill>."
203," B, C
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill"," B, C
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill>","['Exakte Arbeitsweise', 'systematische Arbeitsweise', 'Körperliche Belastbarkeit', 'Teamfähigkeit', 'Kommunikationsfähigkeit', 'Bereitschaft Pikettdienst zu leisten']"," B, C
<SoftSkill_C>Exact</SoftSkill_C> and <SoftSkill>systematic way of working</SoftSkill>.
<SoftSkill>Physical resilience</SoftSkill>.
<SoftSkill_C>Team</SoftSkill_C> and <SoftSkill>Communication skills</SoftSkill>.
<SoftSkill>Willingness to work on-call</SoftSkill"," B, C
<SoftSkill>Exact way of working</SoftSkill> and <SoftSkill>systematic way of working</SoftSkill>.
<SoftSkill>physical resilience</SoftSkill>.
<SoftSkill>Teamwork ability</SoftSkill> and <SoftSkill>Communication skills</SoftSkill>.
<SoftSkill>Willingness to work on-call</SoftSkill>"
