,Unnamed: 0,input,output
27186,69393,"<SoftSkill>Gute Umgangsformen</SoftSkill>
	<SoftSkill>Übernimmst gerne Verantwortung</SoftSkill>
	<SoftSkill>Handwerkliches Geschick</SoftSkill>
	<SoftSkill>Körperlich fit</SoftSkill>
	<SoftSkill>keine Allergien auf Reinigungsprodukte</SoftSkill>
	<SoftSkill>Teamfähigkeit</SoftSkill>
	<SoftSkill_C>Offene</SoftSkill_C> und <SoftSkill>ehrliche Person</SoftSkill>

","<SoftSkill>Gute Umgangsformen</SoftSkill>
	<SoftSkill>Übernimmst gerne Verantwortung</SoftSkill>
	<SoftSkill>Handwerkliches Geschick</SoftSkill>
	<SoftSkill>Körperlich fit</SoftSkill>
	<SoftSkill>keine Allergien auf Reinigungsprodukte</SoftSkill>
	<SoftSkill>Teamfähigkeit</SoftSkill>
	<SoftSkill_C>Offene</SoftSkill_C> und <SoftSkill>ehrliche Person</SoftSkill>

"
6267,14142," 
	Wir wenden uns an eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> mit <SoftSkill_C>ausgeprägter Kunden-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill>."," 
	Wir wenden uns an eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> mit <SoftSkill_C>ausgeprägter Kunden-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill>."
22864,56749,"Sie verfügen über eine <SoftSkill_C>ausgeprägte analytische</SoftSkill_C>, <SoftSkill_C>konzeptionelle</SoftSkill_C> und <SoftSkill_C>systematische Denk-</SoftSkill_C> und <SoftSkill>Ausdrucksfähigkeit</SoftSkill> und können diese mündlich wie schriftlich überzeugend zum Ausdruck bringen.","Sie verfügen über eine <SoftSkill_C>ausgeprägte analytische</SoftSkill_C>, <SoftSkill_C>konzeptionelle</SoftSkill_C> und <SoftSkill_C>systematische Denk-</SoftSkill_C> und <SoftSkill>Ausdrucksfähigkeit</SoftSkill> und können diese mündlich wie schriftlich überzeugend zum Ausdruck bringen."
14144,33218,"<SoftSkill>Begeisterung</SoftSkill> und <SoftSkill>Leidenschaft</SoftSkill>
	<SoftSkill_C>Eigenverantwortliches</SoftSkill_C> und <SoftSkill>professionelles Arbeiten</SoftSkill> und <SoftSkill_C>Auftreten</SoftSkill_C>
	Menschlicher Umgang und <SoftSkill>Teamwork</SoftSkill>, <SoftSkill>hohe Wertschätzung gegenüber Kunden</SoftSkill> und untereinander 

","<SoftSkill>Begeisterung</SoftSkill> und <SoftSkill>Leidenschaft</SoftSkill>
	<SoftSkill_C>Eigenverantwortliches</SoftSkill_C> und <SoftSkill>professionelles Arbeiten</SoftSkill> und <SoftSkill_C>Auftreten</SoftSkill_C>
	Menschlicher Umgang und <SoftSkill>Teamwork</SoftSkill>, <SoftSkill>hohe Wertschätzung gegenüber Kunden</SoftSkill> und untereinander 

"
7451,16934,"
Anforderungsprofil
Du bist ein/e <SoftSkill>motivierte/r Jugendliche/r</SoftSkill> mit <SoftSkill_C>hoher Lern-</SoftSkill_C> und <SoftSkill>Leistungsbereitschaft</SoftSkill> und legst grossen Wert auf <SoftSkill>Teamfähigkeit</SoftSkill>, <SoftSkill>Eigenverantwortung</SoftSkill>, <SoftSkill>Selbstständigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>.","
Anforderungsprofil
Du bist ein/e <SoftSkill>motivierte/r Jugendliche/r</SoftSkill> mit <SoftSkill_C>hoher Lern-</SoftSkill_C> und <SoftSkill>Leistungsbereitschaft</SoftSkill> und legst grossen Wert auf <SoftSkill>Teamfähigkeit</SoftSkill>, <SoftSkill>Eigenverantwortung</SoftSkill>, <SoftSkill>Selbstständigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>."
20044,49020,"
	Sie verfügen über <SoftSkill_C>analytisches</SoftSkill_C> und <SoftSkill>systematisches Denken</SoftSkill> mit <SoftSkill>hoher Affinität zur Datenauswertung</SoftSkill>, sowie <SoftSkill>ausgeprägte Kommunikationsfähigkeiten</SoftSkill>.","
	Sie verfügen über <SoftSkill_C>analytisches</SoftSkill_C> und <SoftSkill>systematisches Denken</SoftSkill> mit <SoftSkill>hoher Affinität zur Datenauswertung</SoftSkill>, sowie <SoftSkill>ausgeprägte Kommunikationsfähigkeiten</SoftSkill>."
10385,23879,"
Ihr Profil: Sie verfügen über einen Realschulabschluss und sind eine <SoftSkill_C>kontaktfreudige</SoftSkill_C> und <SoftSkill>zuverlässige Person</SoftSkill>.","
Ihr Profil: Sie verfügen über einen Realschulabschluss und sind eine <SoftSkill_C>kontaktfreudige</SoftSkill_C> und <SoftSkill>zuverlässige Person</SoftSkill>."
4819,10900,"Sie <SoftSkill>schöpfen das Marktpotential mit gezielten Aktivitäten aus</SoftSkill>, <SoftSkill>kommunizieren offen</SoftSkill> sowie <SoftSkill_C>fair</SoftSkill_C> und überzeugen durch <SoftSkill>verkäuferisches Flair</SoftSkill> und <SoftSkill>hohe Flexibilität</SoftSkill>.","Sie <SoftSkill>schöpfen das Marktpotential mit gezielten Aktivitäten aus</SoftSkill>, <SoftSkill>kommunizieren offen</SoftSkill> sowie <SoftSkill_C>fair</SoftSkill_C> und überzeugen durch <SoftSkill>verkäuferisches Flair</SoftSkill> und <SoftSkill>hohe Flexibilität</SoftSkill>."
16022,38199,Sie sind eine <SoftSkill_C>leistungsstarke</SoftSkill_C> und <SoftSkill>flexible Persönlichkeit</SoftSkill> mit sehr guter technischer Ausbildung.,Sie sind eine <SoftSkill_C>leistungsstarke</SoftSkill_C> und <SoftSkill>flexible Persönlichkeit</SoftSkill> mit sehr guter technischer Ausbildung.
5841,13201,"
Du <SoftSkill>kannst auf Menschen zugehen</SoftSkill> und dich <SoftSkill_C>höflich mit ihnen unterhalten</SoftSkill_C>.","
Du <SoftSkill>kannst auf Menschen zugehen</SoftSkill> und dich <SoftSkill_C>höflich mit ihnen unterhalten</SoftSkill_C>."
25623,64555,"•  Sie haben <SoftSkill>Freude an erfolgsorientiertem Arbeiten</SoftSkill>, <SoftSkill_C>regelmässigem Kundenkontakt</SoftSkill_C> und <SoftSkill_C>umfassender Beratung</SoftSkill_C>

	","•  Sie haben <SoftSkill>Freude an erfolgsorientiertem Arbeiten</SoftSkill>, <SoftSkill_C>regelmässigem Kundenkontakt</SoftSkill_C> und <SoftSkill_C>umfassender Beratung</SoftSkill_C>

	"
11212,25888,"Sie <SoftSkill>empfangen unsere Gäste herzlich</SoftSkill>, platzieren und verabschieden und <SoftSkill>beraten sie mit Charme</SoftSkill> und <SoftSkill_C>Einfühlungs-vermögen</SoftSkill_C>.","Sie <SoftSkill>empfangen unsere Gäste herzlich</SoftSkill>, platzieren und verabschieden und <SoftSkill>beraten sie mit Charme</SoftSkill> und <SoftSkill_C>Einfühlungs-vermögen</SoftSkill_C>."
25262,63531,"Fähigkeitszeugnis oder Branchenkenntnisse Schuhe
	Einwandfreie Deutschkenntnisse
	<SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Pflichtbewusstsein</SoftSkill>
	<SoftSkill_C>Ehrlicher</SoftSkill_C> und <SoftSkill>respektvoller Umgang mit Mitarbeitenden und Vorgesetzten</SoftSkill>
	<SoftSkill>Flexibilität bezüglich wechselnden Arbeitszeiten</SoftSkill> 

","Fähigkeitszeugnis oder Branchenkenntnisse Schuhe
	Einwandfreie Deutschkenntnisse
	<SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Pflichtbewusstsein</SoftSkill>
	<SoftSkill_C>Ehrlicher</SoftSkill_C> und <SoftSkill>respektvoller Umgang mit Mitarbeitenden und Vorgesetzten</SoftSkill>
	<SoftSkill>Flexibilität bezüglich wechselnden Arbeitszeiten</SoftSkill> 

"
26177,66267,"<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>
	<SoftSkill>Exaktes Arbeiten</SoftSkill>
	<SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Motivation Neues zu erlernen</SoftSkill>
	<SoftSkill>Kundeorierntiertes Denken</SoftSkill>
	Entsprechende Berufserfahrung
	Vorzugsweise sind Sie gelernte/r Sanitär-/Heizungsinstallateur/in oder Spengeler/in

","<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>
	<SoftSkill>Exaktes Arbeiten</SoftSkill>
	<SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Motivation Neues zu erlernen</SoftSkill>
	<SoftSkill>Kundeorierntiertes Denken</SoftSkill>
	Entsprechende Berufserfahrung
	Vorzugsweise sind Sie gelernte/r Sanitär-/Heizungsinstallateur/in oder Spengeler/in

"
18347,44567,"Als neues Teammitglied wünschen wir uns eine <SoftSkill>teamfähige Person</SoftSkill> mit einer <SoftSkill_C>selbständigen</SoftSkill_C>, <SoftSkill>exakten Arbeitsweise</SoftSkill>.","Als neues Teammitglied wünschen wir uns eine <SoftSkill>teamfähige Person</SoftSkill> mit einer <SoftSkill_C>selbständigen</SoftSkill_C>, <SoftSkill>exakten Arbeitsweise</SoftSkill>."
8238,18748,"Bist du eine <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill>, dann würden wir dich gerne näher kennen lernen.","Bist du eine <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill>, dann würden wir dich gerne näher kennen lernen."
13847,32469,"Sie haben <SoftSkill>Gefallen an einer intensiven Reisetätigkeit</SoftSkill> in der Schweiz und sind es <SoftSkill>gewohnt,</SoftSkill> <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>eigenverantwortlich zu arbeiten</SoftSkill>.","Sie haben <SoftSkill>Gefallen an einer intensiven Reisetätigkeit</SoftSkill> in der Schweiz und sind es <SoftSkill>gewohnt,</SoftSkill> <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>eigenverantwortlich zu arbeiten</SoftSkill>."
7794,17724,Zur Verstärkung des Finance Teams suchen wir nach Vereinbarung eine <SoftSkill_C>erfolgsorientierte</SoftSkill_C> und <SoftSkill>leistungsstarke Persönlichkeit</SoftSkill>.,Zur Verstärkung des Finance Teams suchen wir nach Vereinbarung eine <SoftSkill_C>erfolgsorientierte</SoftSkill_C> und <SoftSkill>leistungsstarke Persönlichkeit</SoftSkill>.
5998,13537,"Sie sind vertraut mit Innovations-Management, verfügen über <SoftSkill_C>ausgeprägte kommunikative</SoftSkill_C> und <SoftSkill>unternehmerische Fähigkeiten</SoftSkill> und haben <SoftSkill>Freude am Networking</SoftSkill> mit Wissenschaft, Wirtschaft und öffentlichem Sektor.","Sie sind vertraut mit Innovations-Management, verfügen über <SoftSkill_C>ausgeprägte kommunikative</SoftSkill_C> und <SoftSkill>unternehmerische Fähigkeiten</SoftSkill> und haben <SoftSkill>Freude am Networking</SoftSkill> mit Wissenschaft, Wirtschaft und öffentlichem Sektor."
3246,7373,"•  Als <SoftSkill_C>vitale</SoftSkill_C> und <SoftSkill>widerstandsfähige Person</SoftSkill> <SoftSkill>siehst du in der körperlichen Arbeit eine Herausforderung</SoftSkill>

	","•  Als <SoftSkill_C>vitale</SoftSkill_C> und <SoftSkill>widerstandsfähige Person</SoftSkill> <SoftSkill>siehst du in der körperlichen Arbeit eine Herausforderung</SoftSkill>

	"
1536,3455,"Sie können sich <SoftSkill>gut organisieren</SoftSkill> sowie <SoftSkill_C>speditiv</SoftSkill_C>, <SoftSkill_C>selbstständig</SoftSkill_C> und <SoftSkill>gewissenhaft arbeiten</SoftSkill>.","Sie können sich <SoftSkill>gut organisieren</SoftSkill> sowie <SoftSkill_C>speditiv</SoftSkill_C>, <SoftSkill_C>selbstständig</SoftSkill_C> und <SoftSkill>gewissenhaft arbeiten</SoftSkill>."
25117,63115,"
Als <SoftSkill_C>ausgesprochen teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill_C>fachliche</SoftSkill_C>
und <SoftSkill>soziale Kompetenzen</SoftSkill> aus.","
Als <SoftSkill_C>ausgesprochen teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill_C>fachliche</SoftSkill_C>
und <SoftSkill>soziale Kompetenzen</SoftSkill> aus."
15554,37003,"Um das internationale Geschäft weiter zu stärken und auszubauen, suchen wir eine <SoftSkill_C>ambitionierte</SoftSkill_C>, <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> als

","Um das internationale Geschäft weiter zu stärken und auszubauen, suchen wir eine <SoftSkill_C>ambitionierte</SoftSkill_C>, <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> als

"
23905,59574,"•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Interesse in der Begleitung von Heimbewohner/-innen 
mit einer chronischen psychischen Erkrankung</SoftSkill>

","•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Interesse in der Begleitung von Heimbewohner/-innen 
mit einer chronischen psychischen Erkrankung</SoftSkill>

"
27394,70077,"eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>offene Persönlichkeit</SoftSkill>
	Abgeschlossene Fachausbildung in der Schweiz
	Erfahrung in der Begleitung von Auszubildenden
	<SoftSkill>Teamfähigkeit</SoftSkill>
	EDV-Kenntnisse (Office, EDV      Pflegedokumentation)

","eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>offene Persönlichkeit</SoftSkill>
	Abgeschlossene Fachausbildung in der Schweiz
	Erfahrung in der Begleitung von Auszubildenden
	<SoftSkill>Teamfähigkeit</SoftSkill>
	EDV-Kenntnisse (Office, EDV      Pflegedokumentation)

"
13646,31860,"•  und Englischkenntnisse in Wort und Schrift
Sie sind eine <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und <SoftSkill>besprechen Lösungsvorschläge 
gerne im Team</SoftSkill>.","•  und Englischkenntnisse in Wort und Schrift
Sie sind eine <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und <SoftSkill>besprechen Lösungsvorschläge 
gerne im Team</SoftSkill>."
10949,25203,"Erfahrung in einer Assistenzfunktion
Erfahrung in der Modebranche
<SoftSkill_C>Selbstständige</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Abgeschlossene Grundbildung im Detailhandel
<SoftSkill_C>Sinn</SoftSkill_C> und <SoftSkill>Flair für Mode</SoftSkill>
Gute Deutschkenntnisse

","Erfahrung in einer Assistenzfunktion
Erfahrung in der Modebranche
<SoftSkill_C>Selbstständige</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Abgeschlossene Grundbildung im Detailhandel
<SoftSkill_C>Sinn</SoftSkill_C> und <SoftSkill>Flair für Mode</SoftSkill>
Gute Deutschkenntnisse

"
7964,18125,"•  Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> wie auch <SoftSkill_C>teamorientiert</SoftSkill_C> und sind <SoftSkill>flexibel einsetzbar</SoftSkill>

	","•  Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> wie auch <SoftSkill_C>teamorientiert</SoftSkill_C> und sind <SoftSkill>flexibel einsetzbar</SoftSkill>

	"
96,217,"Wir wenden uns an <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>kommunikative Bewerber</SoftSkill>, die mit uns die Zukunft bei SAUTER gestalten wollen.","Wir wenden uns an <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>kommunikative Bewerber</SoftSkill>, die mit uns die Zukunft bei SAUTER gestalten wollen."
5749,12993,"Sie bezeichnen sich selbst als <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> wie auch <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>teamorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Kundenorientierung</SoftSkill> und <SoftSkill>ausgeprägtem Qualitätsdenken</SoftSkill>?","Sie bezeichnen sich selbst als <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> wie auch <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>teamorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Kundenorientierung</SoftSkill> und <SoftSkill>ausgeprägtem Qualitätsdenken</SoftSkill>?"
25208,63354,"
	Sie haben eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und die <SoftSkill>Fähigkeit strukturiert</SoftSkill>, <SoftSkill_C>selbständig</SoftSkill_C>, <SoftSkill_C>eigenverantwortlich</SoftSkill_C> und <SoftSkill>gewissenhaft zu arbeiten</SoftSkill>.","
	Sie haben eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und die <SoftSkill>Fähigkeit strukturiert</SoftSkill>, <SoftSkill_C>selbständig</SoftSkill_C>, <SoftSkill_C>eigenverantwortlich</SoftSkill_C> und <SoftSkill>gewissenhaft zu arbeiten</SoftSkill>."
5312,12013,Zur Ergänzung des Pathologieteams in Allschwil suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als Arztsekretär/in 40%.,Zur Ergänzung des Pathologieteams in Allschwil suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als Arztsekretär/in 40%.
17189,41334,"Ihre Stärken sind ein <SoftSkill>positives Auftreten</SoftSkill>, <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Organisationstalent</SoftSkill> sowie eine <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>ergebnisorientierte Arbeitsweise</SoftSkill>.","Ihre Stärken sind ein <SoftSkill>positives Auftreten</SoftSkill>, <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Organisationstalent</SoftSkill> sowie eine <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>ergebnisorientierte Arbeitsweise</SoftSkill>."
19537,47650,"Sie sind es <SoftSkill>gewohnt, interdisziplinär zusammenzuarbeiten</SoftSkill>, sich neues Wissen rasch anzueignen und <SoftSkill_C>kreative Lösungswege zu finden</SoftSkill_C>.","Sie sind es <SoftSkill>gewohnt, interdisziplinär zusammenzuarbeiten</SoftSkill>, sich neues Wissen rasch anzueignen und <SoftSkill_C>kreative Lösungswege zu finden</SoftSkill_C>."
25779,65046,"
	<SoftSkill_C>Einsatz-</SoftSkill_C> und <SoftSkill>Lernbereitschaft</SoftSkill>: Deine <SoftSkill>Lehrer schätzen an Dir, dass Du sorgfältig arbeitest</SoftSkill>, <SoftSkill>zuverlässig</SoftSkill> bist, Dich <SoftSkill>aktiv am Unterricht beteiligst</SoftSkill> und <SoftSkill>anderen mit Respekt begegnest</SoftSkill>?","
	<SoftSkill_C>Einsatz-</SoftSkill_C> und <SoftSkill>Lernbereitschaft</SoftSkill>: Deine <SoftSkill>Lehrer schätzen an Dir, dass Du sorgfältig arbeitest</SoftSkill>, <SoftSkill>zuverlässig</SoftSkill> bist, Dich <SoftSkill>aktiv am Unterricht beteiligst</SoftSkill> und <SoftSkill>anderen mit Respekt begegnest</SoftSkill>?"
26047,65901,"•  Ihr <SoftSkill_C>Fachwissen</SoftSkill_C> und Ihre <SoftSkill>Persönlichkeit</SoftSkill> machen Sie zu einem <SoftSkill>kompetenten Mitarbeiter</SoftSkill>

	","•  Ihr <SoftSkill_C>Fachwissen</SoftSkill_C> und Ihre <SoftSkill>Persönlichkeit</SoftSkill> machen Sie zu einem <SoftSkill>kompetenten Mitarbeiter</SoftSkill>

	"
14105,33113,"Abgeschlossene Grundausbildung
	Verkaufserfahrung von Vorteil
	fliessende Deutschkenntnisse
	Fremdsprachenkenntnisse von Vorteil
	Sehr gute PC-Kenntnisse
	<SoftSkill>Ausgeprägtes verkäuferisches Flair</SoftSkill>
	<SoftSkill>Hohe Flexibilität</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>
	<SoftSkill_C>Angenehme</SoftSkill_C> und <SoftSkill>höfliche Umgangsformen</SoftSkill>

","Abgeschlossene Grundausbildung
	Verkaufserfahrung von Vorteil
	fliessende Deutschkenntnisse
	Fremdsprachenkenntnisse von Vorteil
	Sehr gute PC-Kenntnisse
	<SoftSkill>Ausgeprägtes verkäuferisches Flair</SoftSkill>
	<SoftSkill>Hohe Flexibilität</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>
	<SoftSkill_C>Angenehme</SoftSkill_C> und <SoftSkill>höfliche Umgangsformen</SoftSkill>

"
4408,10044,Sie zeichnen sich durch <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> sowie <SoftSkill>hohe Eigenmotivation</SoftSkill> aus.,Sie zeichnen sich durch <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> sowie <SoftSkill>hohe Eigenmotivation</SoftSkill> aus.
24745,61962,Ihre <SoftSkill_C>technischen</SoftSkill_C> und <SoftSkill>menschlichen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiterentwickeln.,Ihre <SoftSkill_C>technischen</SoftSkill_C> und <SoftSkill>menschlichen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiterentwickeln.
26517,67317,"Wir suchen für die Funktion des Fertigungsleiters eine <SoftSkill_C>erfahrene</SoftSkill_C>, <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>lösungsorientierte Führungspersönlichkeit</SoftSkill>.","Wir suchen für die Funktion des Fertigungsleiters eine <SoftSkill_C>erfahrene</SoftSkill_C>, <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>lösungsorientierte Führungspersönlichkeit</SoftSkill>."
5742,12959,"Sie <SoftSkill_C>handeln</SoftSkill_C> und <SoftSkill>denken unternehmerisch</SoftSkill>, können <SoftSkill>mit Verantwortung umgehen</SoftSkill> und <SoftSkill>bevorzugen selbständiges Arbeiten</SoftSkill>.","Sie <SoftSkill_C>handeln</SoftSkill_C> und <SoftSkill>denken unternehmerisch</SoftSkill>, können <SoftSkill>mit Verantwortung umgehen</SoftSkill> und <SoftSkill>bevorzugen selbständiges Arbeiten</SoftSkill>."
26915,68528,"Sie <SoftSkill>arbeiten gerne speditiv im Team</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>können Ihre Anliegen mit freundlicher Art und Weise durchsetzen</SoftSkill>.","Sie <SoftSkill>arbeiten gerne speditiv im Team</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>können Ihre Anliegen mit freundlicher Art und Weise durchsetzen</SoftSkill>."
13314,31009,Sie haben <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Interesse am Arbeiten in wechselnden Situationen</SoftSkill> und ein <SoftSkill>Flair für den Umgang mit zusatzversicherten Patientinnen und Patienten</SoftSkill>.,Sie haben <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Interesse am Arbeiten in wechselnden Situationen</SoftSkill> und ein <SoftSkill>Flair für den Umgang mit zusatzversicherten Patientinnen und Patienten</SoftSkill>.
