,Index,input,output,Problem type,valids
,57,"Sie haben als <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> <SoftSkill>keine Mühe,</SoftSkill> <SoftSkill>in hektischen Zeiten die Ruhe zu bewahren</SoftSkill> und <SoftSkill_C>Prioritäten zu setzen</SoftSkill_C>.","Sie haben als <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> <SoftSkill>keine Mühe,</SoftSkill> <SoftSkill>in hektischen Zeiten die Ruhe zu bewahren</SoftSkill> und <SoftSkill_C>Prioritäten zu setzen</SoftSkill_C>.",NONE,0
,58,"Sie <SoftSkill>arbeiten zuverlässig</SoftSkill>, <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>behalten auch in Stresssituationen mit hohem Arbeitsanfall einen kühlen Kopf</SoftSkill>.","Sie <SoftSkill>arbeiten zuverlässig</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und <SoftSkill>behalten auch in Stresssituationen mit hohem Arbeitsanfall einen kühlen Kopf</SoftSkill>.",OWA,0
,59,"Sie <SoftSkill>arbeiten gerne engagiert</SoftSkill>, <SoftSkill_C>genau</SoftSkill_C> und <SoftSkill_C>selbständig</SoftSkill_C> und sind es <SoftSkill>gewohnt, in unterschiedlichen Situationen proaktiv und pragmatisch zu handeln</SoftSkill>.","Sie <SoftSkill>arbeiten gerne engagiert</SoftSkill>, <SoftSkill>arbeiten genau</SoftSkill> und <SoftSkill>arbeiten selbständig</SoftSkill> und sind es <SoftSkill>gewohnt, in unterschiedlichen Situationen proaktiv und pragmatisch zu handeln</SoftSkill>.",MC,0
,60,"•  <SoftSkill_C>Überzeugendes</SoftSkill_C>, <SoftSkill_C>bestimmtes</SoftSkill_C> und <SoftSkill>gewinnendes Auftreten</SoftSkill>","<SoftSkill>Überzeugendes Auftreten</SoftSkill>, <SoftSkill>bestimmtes Auftreten</SoftSkill> und <SoftSkill>gewinnendes Auftreten</SoftSkill>.",MC,0
,61,"Gefragt ist neben <SoftSkill>technischer Neugierde</SoftSkill> und
<SoftSkill>Begeisterung</SoftSkill> vor allem auch Ihre <SoftSkill_C>dienstleistungs-</SoftSkill_C> und <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> sowie <SoftSkill>sehr
selbständiges Arbeiten</SoftSkill>.","Gefragt ist neben <SoftSkill>technischer Neugierde</SoftSkill> und
<SoftSkill>Begeisterung</SoftSkill> vor allem auch Ihre <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> und <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> sowie <SoftSkill>sehr
selbständiges Arbeiten</SoftSkill>.",HOWA,0
,62,"Sie sind ebenso <SoftSkill>stark in technischen Fragen</SoftSkill> wie im
<SoftSkill_C>Kundenkontakt</SoftSkill_C>?",Sie sind ebenso <SoftSkill>stark in technischen Fragen</SoftSkill> wie im <SoftSkill>Kundenkontakt</SoftSkill>?,NONE,0
,63,"•  Zudem bist du eine <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>gewinnende Person</SoftSkill>, die <SoftSkill>gerne mit ihren Mitmenschen kommuniziert</SoftSkill>","• Zudem bist du eine <SoftSkill>offene Person </SoftSkill> und <SoftSkill>gewinnende Person</SoftSkill>, die <SoftSkill>gerne mit ihren Mitmenschen kommuniziert</SoftSkill>",OWA,0
,64,Sie bieten unseren anspruchsvollen Kunden mit Ihrer <SoftSkill_C>kompetenten</SoftSkill_C> und <SoftSkill>sympathischen Beratung</SoftSkill> jederzeit ein unvergessliches Einkaufserlebnis.,Sie bieten unseren anspruchsvollen Kunden mit Ihrer <SoftSkill>kompetenten Beratung</SoftSkill> und <SoftSkill>sympathischen Beratung</SoftSkill> jederzeit ein unvergessliches Einkaufserlebnis.,OWA,0
,65,•  <SoftSkill>Freude am Umgang mit Lebensmitteln</SoftSkill> und <SoftSkill_C>am Kochen</SoftSkill_C>,<SoftSkill>Freude am Umgang mit Lebensmitteln</SoftSkill> und <SoftSkill>Freude am Kochen</SoftSkill>,OWA,0
,66,Zudem <SoftSkill>arbeiten Sie gerne selbständig</SoftSkill> und <SoftSkill_C>eigenverantwortlich</SoftSkill_C>.,"Zudem <SoftSkill>arbeiten Sie gerne selbständig</SoftSkill> und <SoftSkill>arbeiten Sie gerne eigenverantwortlich</SoftSkill>.""",MWA,0
,67,"Für den Standort Dietikon suchen wir eine <SoftSkill_C>qualifizierte</SoftSkill_C> und <SoftSkill>ambitionierte Persönlichkeit</SoftSkill> für folgende attraktive Position:
Development Engineer Sealing
Engineering Fokus für höchste Kundenexzellenz
Ihr Aufgabenbereich:","
Für den Standort Dietikon suchen wir eine <SoftSkill>qualifizierte Persönlichkeit</SoftSkill> und <SoftSkill>ambitionierte Persönlichkeit</SoftSkill> für folgende attraktive Position:
Development Engineer Sealing
Engineering Fokus für höchste Kundenexzellenz
Ihr Aufgabenbereich:",OWA,0
,68,•  <SoftSkill_C>Freundliches</SoftSkill_C> und <SoftSkill>kommunikatives Auftreten</SoftSkill>,"
• <SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>kommunikatives Auftreten</SoftSkill>",OWA,0
,69,"•  Ein <SoftSkill_C>freundliches</SoftSkill_C>, <SoftSkill_C>soziales</SoftSkill_C> und <SoftSkill>hilfsbereites Auftreten gegenüber Kunden und Kollegen</SoftSkill>","
• Ein <SoftSkill>freundliches Auftreten</SoftSkill>, <SoftSkill>soziales Auftreten</SoftSkill> und <SoftSkill>hilfsbereites Auftreten gegenüber Kunden und Kollegen</SoftSkill>",MC,0
,70,"Du zeichnest dich durch <SoftSkill_C>gute</SoftSkill_C> und <SoftSkill>schnelle Kommunikationsfähigkeit</SoftSkill>, <SoftSkill>hohe Leistungsbereitschaft</SoftSkill>, <SoftSkill>Kundenorientierung</SoftSkill> sowie eine <SoftSkill_C>teamorientierte</SoftSkill_C> und <SoftSkill>sehr selbständige Arbeitsweise</SoftSkill> aus.","Du zeichnest dich durch <SoftSkill>gute Kommunikationsfähigkeit</SoftSkill> und <SoftSkill>schnelle Kommunikationsfähigkeit</SoftSkill>, <SoftSkill>hohe Leistungsbereitschaft</SoftSkill>, <SoftSkill>Kundenorientierung</SoftSkill> sowie eine <SoftSkill>teamorientierte Arbeitsweise</SoftSkill> und <SoftSkill>sehr selbständige Arbeitsweise</SoftSkill> aus.",MDC,0
,71,"<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>exaktes Arbeiten</SoftSkill>, <SoftSkill>kundenorientiertes Handeln</SoftSkill>, <SoftSkill>organisatorisches Flair</SoftSkill> und <SoftSkill>Teamfähigkeit</SoftSkill> runden Ihr Profil ab.","<SoftSkill> Selbständiges Arbeiten </SoftSkill> und <SoftSkill>exaktes Arbeiten</SoftSkill>, <SoftSkill> kundenorientiertes Handeln </SoftSkill>, <SoftSkill> organisatorisches Flair </SoftSkill> und <SoftSkill> Teamfähigkeit </SoftSkill> runden Ihr Profil ab.",OWA,0
,72,Sie <SoftSkill>arbeiten ressourcen-</SoftSkill> und <SoftSkill_C>lösungsorientiert</SoftSkill_C>.,Sie <SoftSkill>arbeiten ressourcenorientiert</SoftSkill> und <SoftSkill>arbeiten lösungsorientiert</SoftSkill>.,HOWA,0
,73,Mit Ihrer <SoftSkill_C>vertrauensvollen</SoftSkill_C> und <SoftSkill>empathischen Art</SoftSkill> sowie Ihren <SoftSkill>Konfliktlösungsfähigkeiten</SoftSkill> beugen Sie Teamkonflikte vor oder lösen diese.,Mit Ihrer <SoftSkill>vertrauensvollen Art</SoftSkill> und <SoftSkill>empathischen Art</SoftSkill> sowie Ihren <SoftSkill>Konfliktlösungsfähigkeiten</SoftSkill> beugen Sie Teamkonflikte vor oder lösen diese.,OWA,0
,74,"Abgeschlossene Bezirksschule oder Sekundarschule mit sehr guten Noten
<SoftSkill>Analytisches Denken</SoftSkill>
<SoftSkill>Exaktes Arbeiten</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Freude am Experimentieren</SoftSkill> und <SoftSkill_C>Beobachten</SoftSkill_C>
<SoftSkill>Ausdauer</SoftSkill> und <SoftSkill>Geduld</SoftSkill>","Abgeschlossene Bezirksschule oder Sekundarschule mit sehr guten Noten
<SoftSkill>Analytisches Denken</SoftSkill>
<SoftSkill>Exaktes Arbeiten</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Freude am Experimentieren</SoftSkill> und <SoftSkill> Freude am Beobachten</SoftSkill>
<SoftSkill>Ausdauer</SoftSkill> und <SoftSkill>Geduld</SoftSkill>",MWA,0
,75,Sind Sie gewohnt <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill>selbständig zu arbeiten</SoftSkill>?,Sind Sie gewohnt <SoftSkill>exakt zu arbeiten</SoftSkill> und <SoftSkill>selbständig zu arbeiten</SoftSkill>?,MWA,0
,76,"<SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Mobilität</SoftSkill> (PKW) zu unregelmässiger Schichtarbeit, d.h. Arbeitszeiten zwischen 05:00 und 23:00 Uhr, inkl. Wochenenden","<SoftSkill>Bereitschaft zu unregelmässiger Schichtarbeit</SoftSkill> und <SoftSkill>Mobilität</SoftSkill> (PKW) zu unregelmässiger Schichtarbeit, d.h. Arbeitszeiten zwischen 05:00 und 23:00 Uhr, inkl. Wochenenden.",MWA,0
,77,"Sie sind <SoftSkill>kundenorientiert</SoftSkill>, <SoftSkill>verhandlungssicher</SoftSkill>, <SoftSkill>innovativ</SoftSkill> und zeichnen sich durch eine <SoftSkill_C>gute</SoftSkill_C> und <SoftSkill>übersichtlich funktionierende Arbeitsweise</SoftSkill> aus.","Sie sind <SoftSkill>kundenorientiert</SoftSkill>, <SoftSkill>verhandlungssicher</SoftSkill>, <SoftSkill>innovativ</SoftSkill> und zeichnen sich durch eine <SoftSkill>gute Arbeitsweise</SoftSkill> und <SoftSkill>übersichtlich funktionierende Arbeitsweise</SoftSkill> aus.",OWA,0
,78,"Sie sind eine <SoftSkill_C>kontaktfreudige</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>arbeiten gerne im Team</SoftSkill>.","Sie sind eine <SoftSkill>kontaktfreudige Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>arbeiten gerne im Team</SoftSkill>.",MC,0
,79,•  <SoftSkill>Spürbare Motivation</SoftSkill> und <SoftSkill>Freude am Kochen</SoftSkill> und am <SoftSkill_C>Gastgeber sein</SoftSkill_C>,• <SoftSkill>Spürbare Motivation</SoftSkill> und <SoftSkill>Freude am Kochen</SoftSkill> und <SoftSkill>Freude am Gastgeber sein</SoftSkill>.,MWA,0
,80,"Ihr Profil
Sie <SoftSkill>schätzen die Arbeit im Team</SoftSkill>, haben <SoftSkill>Freude an der Technik</SoftSkill> und <SoftSkill_C>an Grossanalysatoren</SoftSkill_C> und sind sich gewohnt, <SoftSkill_C>eigenverantwortlich</SoftSkill_C> und <SoftSkill>selbständig zu arbeiten</SoftSkill>.","Ihr Profil
Sie <SoftSkill>schätzen die Arbeit im Team</SoftSkill>, haben <SoftSkill>Freude an der Technik</SoftSkill> und <SoftSkill>Freude an Grossanalysatoren</SoftSkill> und sind sich gewohnt, <SoftSkill>eigenverantwortlich zu arbeiten</SoftSkill> und <SoftSkill>selbständig zu arbeiten</SoftSkill>.",MDC,0
,81,"Sie <SoftSkill>arbeiten gerne im Team</SoftSkill>, treten <SoftSkill_C>professionell</SoftSkill_C>, <SoftSkill_C>authentisch</SoftSkill_C> und <SoftSkill>glaubwürdig auf</SoftSkill>, verfügen über <SoftSkill>zuvorkommende Umgangsformen</SoftSkill> und ein <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>.","Sie <SoftSkill>arbeiten gerne im Team</SoftSkill>, <SoftSkill>treten professionell auf</SoftSkill>, <SoftSkill>treten authentisch auf</SoftSkill> und <SoftSkill>treten glaubwürdig auf</SoftSkill>, verfügen über <SoftSkill>zuvorkommende Umgangsformen</SoftSkill> und ein <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>.",MC,0
,82,"Sie <SoftSkill>arbeiten gerne beratend</SoftSkill>, <SoftSkill_C>unterstützend</SoftSkill_C> und nützen dabei Ihre <SoftSkill_C>analytischen</SoftSkill_C> und <SoftSkill>konzeptionellen Fähigkeiten</SoftSkill>.","Sie <SoftSkill>arbeiten gerne beratend</SoftSkill>, <SoftSkill>arbeiten gerne unterstützend</SoftSkill> und nützen dabei Ihre <SoftSkill>analytischen Fähigkeiten</SoftSkill> und <SoftSkill>konzeptionellen Fähigkeiten</SoftSkill>.",MDC,0
,83,"Das bringst du mit:
Die Küche ist ein Arbeitsplatz für <SoftSkill>einfallsreiche Entdecker</SoftSkill> und <SoftSkill>kreative Köpfe</SoftSkill> mit einem <SoftSkill_C>guten Geruchs-</SoftSkill_C> und <SoftSkill>Geschmackssinn</SoftSkill>.","Das bringst du mit:
Die Küche ist ein Arbeitsplatz für <SoftSkill>einfallsreiche Entdecker</SoftSkill> und <SoftSkill>kreative Köpfe</SoftSkill> mit einem <SoftSkill>guten Geruchssinn</SoftSkill> und <SoftSkill>guten Geschmackssinn</SoftSkill>.",HOWA,0
,84,"Wir richten uns an junge Menschen die <SoftSkill>aufgeschlossen</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>verantwortungsbewusst</SoftSkill>, <SoftSkill>ehrlich</SoftSkill>, <SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>engagiert</SoftSkill> sind sowie die notwendigen schulischen Voraussetzungen mitbringen.","Wir richten uns an junge Menschen die <SoftSkill>aufgeschlossen</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>verantwortungsbewusst</SoftSkill>, <SoftSkill>ehrlich</SoftSkill>, <SoftSkill>teamfreudig</SoftSkill> und <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>engagiert</SoftSkill> sind sowie die notwendigen schulischen Voraussetzungen mitbringen.",HOWA,0
,85,"eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill>begeisterungsfähige Persönlichkeit</SoftSkill> und ein <SoftSkill>Teamplayer</SoftSkill>?","eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>begeisterungsfähige Persönlichkeit</SoftSkill> und ein <SoftSkill>Teamplayer</SoftSkill>?",OWA,0
,86,"Anforderungen
Sie sind eine <SoftSkill>erfahrene Persönlichkeit</SoftSkill> mit einer <SoftSkill_C>engagierten</SoftSkill_C> und <SoftSkill>mitdenkenden Arbeitsmentalität</SoftSkill>.","Anforderungen
Sie sind eine <SoftSkill>erfahrene Persönlichkeit</SoftSkill> mit einer <SoftSkill>engagierten Arbeitsmentalität</SoftSkill> und <SoftSkill>mitdenkenden Arbeitsmentalität</SoftSkill>.",OWA,0
,87,"•  Zudem sind Sie <SoftSkill>kreativ</SoftSkill> und eine Person, welche <SoftSkill_C>teamorientiert</SoftSkill_C> und <SoftSkill>offen für Neues ist</SoftSkill>.","• Zudem sind Sie <SoftSkill>kreativ</SoftSkill> und eine Person, welche <SoftSkill>teamorientiert</SoftSkill> und <SoftSkill>offen für Neues ist</SoftSkill>.",NONE,0
,88,"•  <SoftSkill_C>Kompetentes</SoftSkill_C>, <SoftSkill>kundengewinnendes Auftreten</SoftSkill>","• <SoftSkill>kompetentes Auftreten</SoftSkill>, <SoftSkill>kundengewinnendes Auftreten</SoftSkill>",OWA,0
,89,"•  <SoftSkill_C>Ausgewiesene Sozial-</SoftSkill_C> und <SoftSkill>Managementkompetenz</SoftSkill>, um als Direktor/in die Klinik organisatorisch zu leiten","• <SoftSkill>Ausgewiesene Sozialkompetenz</SoftSkill> und <SoftSkill>ausgewiesene Managementkompetenz</SoftSkill>, um als Direktor/in die Klinik organisatorisch zu leiten",HOWA,0
,90,Wir freuen uns auf eine <SoftSkill_C>gelassene</SoftSkill_C> und <SoftSkill>durchsetzungsstarke Persönlichkeit</SoftSkill>.,Wir freuen uns auf eine <SoftSkill>gelassene Persönlichkeit</SoftSkill> und <SoftSkill>durchsetzungsstarke Persönlichkeit</SoftSkill>.,OWA,0
,91,"<SoftSkill_C>Begeistert</SoftSkill_C>, <SoftSkill_C>initiativ</SoftSkill_C> und <SoftSkill>kompetent organisieren und betreuen Sie Cateringanlässe</SoftSkill>, führen Kundengespräche erstellen die Offerten und übernehmen deren Kalkulation.","<SoftSkill>Begeistert organisieren und betreuen Sie Cateringanlässe</SoftSkill>, <SoftSkill>initiativ organisieren und betreuen Sie Cateringanlässe</SoftSkill> und <SoftSkill>kompentent organisieren und betreuen Sie Cateringanlässe</SoftSkill>, führen Kundengespräche, erstellen die Offerten und übernehmen deren Kalkulation</SoftSkill>.",MC,0
,92,"Wir suchen für die Medizinische Poliklinik per 1. Juli oder nach Vereinbarung eine zusätzliche <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>kontaktfreudige Persönlichkeit</SoftSkill> als Medizinische Praxisassistentin.","Wir suchen für die Medizinische Poliklinik per 1. Juli oder nach Vereinbarung eine zusätzliche <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill> und <SoftSkill>kontaktfreudige Persönlichkeit</SoftSkill> als Medizinische Praxisassistentin.""",MC,0
,93,Zur Verstärkung unseres Teams Production Services & QA suchen wir nach Vereinbarung eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill> mit <SoftSkill>guten analytischen Fähigkeiten</SoftSkill> als 2nd Level Supporter/in.,Zur Verstärkung unseres Teams Production Services & QA suchen wir nach Vereinbarung eine <SoftSkill>selbstständige Persönlichkeit</SoftSkill> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill> mit <SoftSkill>guten analytischen Fähigkeiten</SoftSkill> als 2nd Level Supporter/in.,OWA,0
,94,Sie sind eine <SoftSkill_C>vertrauenswürdige</SoftSkill_C> und <SoftSkill>diskrete Persönlichkeit</SoftSkill> mit einer abgeschlossenen Fachausbildung mit betriebswirtschaftlichen Schwerpunkten und einigen Jahren Berufserfahrung in einer ähnlichen Position,Sie sind eine <SoftSkill>vertrauenswürdige Persönlichkeit</SoftSkill> und <SoftSkill>diskrete Persönlichkeit</SoftSkill> mit einer abgeschlossenen Fachausbildung mit betriebswirtschaftlichen Schwerpunkten und einigen Jahren Berufserfahrung in einer ähnlichen Position,OWA,0
,95,"Als <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>berufserfahrene</SoftSkill_C> und <SoftSkill>zuverlässige Person</SoftSkill> arbeiten Sie in einem Hotel in Basel oder alternativ bei uns im Haus.","Als <SoftSkill>selbstständige Person</SoftSkill>, <SoftSkill>berufserfahrene Person</SoftSkill> und <SoftSkill>zuverlässige Person</SoftSkill> arbeiten Sie in einem Hotel in Basel oder alternativ bei uns im Haus.",MC,0
,96,Ihre <SoftSkill>unternehmerische Denkweise</SoftSkill> setzen Sie unkompliziert und <SoftSkill_C>proaktiv</SoftSkill_C> ein.,Ihre <SoftSkill>unternehmerische Denkweise</SoftSkill> setzen Sie unkompliziert und <SoftSkill>proaktiv</SoftSkill> ein.,NONE,0
,97,"<SoftSkill_C>Kommunikative</SoftSkill_C>, <SoftSkill>serviceorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägten Problemlösungsfähigkeiten</SoftSkill>","<SoftSkill>Kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>serviceorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägten Problemlösungsfähigkeiten</SoftSkill>",OWA,0
,98,Sie <SoftSkill>arbeiten gerne mit Kindern</SoftSkill> und können diese in Ihrem Lernprozess unterstützen und <SoftSkill_C>motivieren</SoftSkill_C>.,Sie <SoftSkill>arbeiten gerne mit Kindern</SoftSkill> und können diese in Ihrem Lernprozess unterstützen und <SoftSkill>motivieren</SoftSkill>.,NONE,0
,99,•  <SoftSkill_C>Freude</SoftSkill_C> sowie <SoftSkill>Affinität zu Holz</SoftSkill> und Holzwerkstoffen für den Hausund Innenausbau,• <SoftSkill>Freude an Holz und Holzwerkstoffen</SoftSkill> sowie <SoftSkill>Affinität zu Holz und Holzwerkstoffen</SoftSkill> für den Haus- und Innenausbau,MDC,0
,100,"B und Hubstapler
<SoftSkill>Prozessorientierte Denkweise</SoftSkill> und <SoftSkill>sehr gute IT-Affinität</SoftSkill>
<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>sorgfältiges Arbeiten</SoftSkill> mit <SoftSkill>Eigeninitiative</SoftSkill>
<SoftSkill>Bereitschaft, Samstag/Sonntag sowie an Feiertagen Arbeitseinsätze zu leisten</SoftSkill>","B und Hubstapler
<SoftSkill>Prozessorientierte Denkweise</SoftSkill> und <SoftSkill>sehr gute IT-Affinität</SoftSkill>
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>sorgfältiges Arbeiten</SoftSkill> mit <SoftSkill>Eigeninitiative</SoftSkill>
<SoftSkill>Bereitschaft, Samstag/Sonntag sowie an Feiertagen Arbeitseinsätze zu leisten</SoftSkill>",OWA,0
,101,Diese vielseitige Aufgabe verlangt nach einer Persönlichkeit mit <SoftSkill_C>Sozial-</SoftSkill_C> und <SoftSkill>Sprachkompetenz</SoftSkill> (Deutsch und Französisch sattelfest).,Diese vielseitige Aufgabe verlangt nach einer Persönlichkeit mit <SoftSkill>Sozialkompetenz</SoftSkill> und <SoftSkill>Sprachkompetenz</SoftSkill> (Deutsch und Französisch sattelfest).,HOWA,0
,102,Du kannst <SoftSkill>selbstbewusst auf Menschen zugehen</SoftSkill> und <SoftSkill_C>höflich</SoftSkill_C> und <SoftSkill>freundlich mit ihnen reden</SoftSkill>.,Du kannst <SoftSkill>selbstbewusst auf Menschen zugehen</SoftSkill> und <SoftSkill>höflich mit ihnen reden</SoftSkill> und <SoftSkill>freundlich mit ihnen reden</SoftSkill>.,MWA,0
,103,"Sie <SoftSkill>arbeiten flexibel</SoftSkill>, <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill_C>vernetzt</SoftSkill_C>.","Sie <SoftSkill>arbeiten flexibel</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und <SoftSkill>arbeiten vernetzt</SoftSkill>.",MC,0
,104,•  <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Verständnis für das Logistik- und Transportgeschäft</SoftSkill>,• <SoftSkill>Interesse für das Logistik- und Transportgeschäft</SoftSkill> und <SoftSkill>Verständnis für das Logistik- und Transportgeschäft</SoftSkill>,MWA,0
