prompt,predicted_text
" Diese verantwortungsvolle Aufgabe beinhaltet viel Selbständigkeit und setzt <SoftSkill>gutes Organisationstalent</SoftSkill> sowie eine <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill_C>vernetzte Denk-</SoftSkill_C> und <SoftSkill>Handlungsweise</SoftSkill> voraus
Ausbildung ->"," Diese verantwortungsvolle Aufgabe beinhaltet viel Selbständigkeit und setzt <SoftSkill>gutes Organisationstalent</SoftSkill> sowie eine <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill> und <SoftSkill>handlungsweise</SoftSkill> voraus
Ausbildung"
" •  <SoftSkill>Sinn für Organisation</SoftSkill> und <SoftSkill_C>Zusammenarbeit</SoftSkill_C>, <SoftSkill>anpassungsfähig</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>flexibel</SoftSkill>, <SoftSkill>kreativ</SoftSkill ->"," • <SoftSkill>Sinn für Organisation</SoftSkill> und <SoftSkill>Sinn für Zusammenarbeit</SoftSkill>, <SoftSkill>anpassungsfähig</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>flexibel</SoftSkill>, <SoftSkill>kreativ</SoftSkill>"
" Es <SoftSkill>fällt Ihnen leicht,
sich	in  ein  bestehendes  Team  zu  integrieren</SoftSkill>  und  aufgrund  Ihrer
<SoftSkill_C>zuverlässigen</SoftSkill_C>	und
<SoftSkill>verantwortungsbewussten
Arbeitsweise</SoftSkill>	<SoftSkill>kann man  sich  jederzeit  auf  Sie  verlassen</SoftSkill>. ->"," Es <SoftSkill>fällt Ihnen leicht,
sich	in ein bestehendes Team zu integrieren</SoftSkill> und aufgrund Ihrer
<SoftSkill>zuverlässigen Arbeitsweise</SoftSkill>	und
<SoftSkill>verantwortungsbewussten Arbeitsweise</SoftSkill>	<SoftSkill>kann man sich jederzeit auf Sie verlassen</SoftSkill>."
" Sie überzeugen durch Ihre <SoftSkill>Konzeptstärke</SoftSkill>, <SoftSkill_C>mitdenkende</SoftSkill_C>, <SoftSkill>proaktive Art</SoftSkill>, <SoftSkill>schnelle Auffassungsgabe</SoftSkill>, <SoftSkill>hohe Dienstleistungsorientierung</SoftSkill> sowie einer <SoftSkill>exakten Arbeitsweise</SoftSkill>. ->"," Sie überzeugen durch Ihre <SoftSkill>Konzeptstärke</SoftSkill>, <SoftSkill>mitdenkende Art</SoftSkill>, <SoftSkill>proaktive Art</SoftSkill>, <SoftSkill>schnelle Auffassungsgabe</SoftSkill>, <SoftSkill>hohe Dienstleistungsorientierung</SoftSkill> sowie einer <SoftSkill>exakten Arbeitsweise</SoftSkill>."
" <SoftSkill_C>Gutes Auffassungs-</SoftSkill_C>, <SoftSkill_C>Durchsetzungs-</SoftSkill_C> und <SoftSkill>Einfühlungsvermögen</SoftSkill> sowie eine <SoftSkill>gewisse Reisebereitschaft</SoftSkill> innerhalb der Schweiz sind unerlässlich. ->"," <SoftSkill>Gutes Auffassungsvermögen</SoftSkill>, <SoftSkill>Durchsetzungsvermögen</SoftSkill> und <SoftSkill>Einfühlungsvermögen</SoftSkill> sowie eine <SoftSkill>gewisse Reisebereitschaft</SoftSkill> innerhalb der Schweiz sind unerlässlich."
 <SoftSkill_C>Gute organisatorische</SoftSkill_C> und <SoftSkill>administrative Fähigkeiten</SoftSkill> ? ->, <SoftSkill>Gute organisatorische Fähigkeiten</SoftSkill> und <SoftSkill>administrative Fähigkeiten</SoftSkill> ?
 Neben Ihrem <SoftSkill>Verhandlungs-geschick</SoftSkill> rundet ein <SoftSkill_C>sicheres</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten</SoftSkill> Ihr Profil ab. ->, Neben Ihrem <SoftSkill>Verhandlungsgeschick</SoftSkill> rundet ein <SoftSkill>sicheres Auftreten</SoftSkill> und <SoftSkill>gepflegtes Auftreten</SoftSkill> Ihr Profil ab.
" Wir wenden uns an <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>kommunikative</SoftSkill> Bewerber, die mit uns die Zukunft bei SAUTER gestalten wollen. ->"," Wir wenden uns an <SoftSkill>teamfähige Bewerber</SoftSkill> und <SoftSkill>kommunikative Bewerber</SoftSkill>, die mit uns die Zukunft bei SAUTER gestalten wollen."
" Sie <SoftSkill>kommunizieren offen</SoftSkill>, <SoftSkill_C>fair</SoftSkill_C> und <SoftSkill_C>direkt</SoftSkill_C>. ->"," Sie <SoftSkill>kommunizieren offen</SoftSkill>, <SoftSkill>kommunizieren fair</SoftSkill> und <SoftSkill>kommunizieren direkt</SoftSkill>."
" •  <SoftSkill_C>Kommunikative</SoftSkill_C>, <SoftSkill>anpassungsfähige Persönlichkeit</SoftSkill ->"," <SoftSkill>Kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>anpassungsfähige Persönlichkeit</SoftSkill>"
" Als <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill>eigenständige Persönlichkeit</SoftSkill> sind Sie <SoftSkill>gesprächsgewandt</SoftSkill> und <SoftSkill>sicher im schriftlichen Ausdruck</SoftSkill>. ->"," Als <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>eigenständige Persönlichkeit</SoftSkill> sind Sie <SoftSkill>gesprächsgewandt</SoftSkill> und <SoftSkill>sicher im schriftlichen Ausdruck</SoftSkill>."
" <SoftSkill>Mitgestaltung der
Weiterentwicklungen</SoftSkill>, <SoftSkill>hohe Dienstleistungsbereitschaft</SoftSkill>, <SoftSkill_C>Sozial-</SoftSkill_C> und
<SoftSkill>Moderationskompetenzen</SoftSkill> sowie <SoftSkill>Freude an digitalen
Herausforderungen</SoftSkill> runden Ihr Profil ab. ->"," <SoftSkill>Mitgestaltung der Weiterentwicklungen</SoftSkill>, <SoftSkill>hohe Dienstleistungsbereitschaft</SoftSkill>, <SoftSkill>Sozialkompetenzen</SoftSkill> und
<SoftSkill>Moderationskompetenzen</SoftSkill> sowie <SoftSkill>Freude an digitalen Herausforderungen</SoftSkill> runden Ihr Profil ab."
" Du <SoftSkill>freust dich, Dein Wissen und strategisches Denken in diversen Bereichen einzubringen</SoftSkill> und <SoftSkill_C>quitt</SoftSkill_C>. ->"," Du <SoftSkill>freust dich, Dein Wissen und strategisches Denken in diversen Bereichen einzubringen</SoftSkill> und <SoftSkill>freust dich, Dein Wissen und strategisches Denken in diversen Bereichen quitt zu sehen</SoftSkill>."
" Für diese vielseitige Tätigkeit stellen wir uns eine <SoftSkill_C>freundliche</SoftSkill_C>,
<SoftSkill_C>positive</SoftSkill_C>, <SoftSkill_C>dienstleistungsorientierte</SoftSkill_C> und <SoftSkill>hilfsbereite Persönlichkeit</SoftSkill>
vor. ->"," Für diese vielseitige Tätigkeit stellen wir uns eine <SoftSkill>freundliche Persönlichkeit</SoftSkill>,
<SoftSkill>positive Persönlichkeit</SoftSkill>, <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> und <SoftSkill>hilfsbereite Persönlichkeit</SoftSkill>
vor."
" Sie <SoftSkill>arbeiten gerne in Teams</SoftSkill> und haben die <SoftSkill>Fähigkeit, übergeordnete Zusammenhänge rasch zu erkennen</SoftSkill>, diese <SoftSkill_C>gezielt zu vernetzen</SoftSkill_C> und <SoftSkill_C>lösungs- und zielorientiert zu bearbeiten</SoftSkill_C>. ->"," Sie <SoftSkill>arbeiten gerne in Teams</SoftSkill> und haben die <SoftSkill>Fähigkeit, übergeordnete Zusammenhänge rasch zu erkennen</SoftSkill>, diese <SoftSkill>gezielt zu vernetzen</SoftSkill> und <SoftSkill>lösungs- und zielorientiert zu bearbeiten</SoftSkill>."
" Du bist eine <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill>kreative Person</SoftSkill> mit <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>. ->"," Du bist eine <SoftSkill>belastbare Person</SoftSkill>, <SoftSkill>kreative Person</SoftSkill> mit <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>."
" Sie sind eine <SoftSkill_C>verantwortungsbewusste</SoftSkill_C>,
<SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>reife Persönlichkeit</SoftSkill>, die aktiv in unserem Team mitwirkt. ->"," Sie sind eine <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>reife Persönlichkeit</SoftSkill>, die aktiv in unserem Team mitwirkt."
" Sie haben ein <SoftSkill>gutes Gespür für die Bedürfnisse anderer Menschen</SoftSkill> und es <SoftSkill>fällt Ihnen leicht, auf ältere Menschen einzugehen</SoftSkill> und <SoftSkill_C>sich ihren Wünschen anzunehmen</SoftSkill_C>. ->"," Sie haben ein <SoftSkill>gutes Gespür für die Bedürfnisse anderer Menschen</SoftSkill> und es <SoftSkill>fällt Ihnen leicht, auf ältere Menschen einzugehen</SoftSkill> und <SoftSkill>es fällt Ihnen leicht, sich den Wünschen älterer Menschen anzunehmen</SoftSkill>."
 Die <SoftSkill_C>Freude</SoftSkill_C> und die <SoftSkill>Fähigkeit auf Menschen zuzugehen</SoftSkill> bringst du mit und deine <SoftSkill>stetige Weiterentwicklung ist dir ein Anliegen</SoftSkill> und <SoftSkill>macht dir Spass</SoftSkill>. ->, Die <SoftSkill>Freude auf Menschen zuzugehen</SoftSkill> und die <SoftSkill>Fähigkeit auf Menschen zuzugehen</SoftSkill> bringst du mit und deine <SoftSkill>stetige Weiterentwicklung ist dir ein Anliegen</SoftSkill> und <SoftSkill>macht dir Spass</SoftSkill>.
" Abgeschlossene Volksschule (obere Schulstufe)
<SoftSkill>Interesse für Mathematik</SoftSkill>, <SoftSkill_C>technisches Zeichnen</SoftSkill_C> und <SoftSkill_C>Physik</SoftSkill_C>
<SoftSkill>Räumliches Vorstellungsvermögen</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>
<SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill>
<SoftSkill>Freude am Arbeiten mit dem Computer</SoftSkill ->"," Abgeschlossene Volksschule (obere Schulstufe)
<SoftSkill>Interesse für Mathematik</SoftSkill>, <SoftSkill>Interesse für technisches Zeichnen</SoftSkill> und <SoftSkill>Interesse für Physik</SoftSkill>
<SoftSkill>Räumliches Vorstellungsvermögen</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>
<SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill>
<SoftSkill>Freude am Arbeiten mit dem Computer</SoftSkill>"
" Weiter sind Sie <SoftSkill>gerne selbständig</SoftSkill>, <SoftSkill_C>immer motiviert</SoftSkill_C> und <SoftSkill>suchen kreative Lösungen</SoftSkill>. ->"," Weiter sind Sie <SoftSkill>gerne selbständig</SoftSkill>, <SoftSkill>immer motiviert</SoftSkill> und <SoftSkill>suchen kreative Lösungen</SoftSkill>."
" Ihre Qualifikation
Sie sind eine <SoftSkill_C>erfahrene</SoftSkill_C>, <SoftSkill>teamfähige Führungspersönlichkeit</SoftSkill> mit <SoftSkill>hoher Sozialkompetenz</SoftSkill> und verfügen über eine entsprechende Führungsausbildung. ->"," Ihre Qualifikation Sie sind eine <SoftSkill>erfahrene Führungspersönlichkeit</SoftSkill>, <SoftSkill>teamfähige Führungspersönlichkeit</SoftSkill> mit <SoftSkill>hoher Sozialkompetenz</SoftSkill> und verfügen über eine entsprechende Führungsausbildung."
 Die Labortätigkeit gehört zu Ihren Stärken und <SoftSkill_C>exaktes</SoftSkill_C> sowie <SoftSkill>strukturiertes Arbeiten</SoftSkill> sind für Sie eine Selbstverständlichkeit. ->, Die Labortätigkeit gehört zu Ihren Stärken und <SoftSkill>exaktes Arbeiten</SoftSkill> sowie <SoftSkill>strukturiertes Arbeiten</SoftSkill> sind für Sie eine Selbstverständlichkeit.
" <SoftSkill_C>Kreative</SoftSkill_C>, <SoftSkill>innovative Einstellung</SoftSkill> ? ->"," <SoftSkill>Kreative Einstellung</SoftSkill>, <SoftSkill>innovative Einstellung</SoftSkill> ?"
 Sie haben eine <SoftSkill_C>vernetzte</SoftSkill_C> und <SoftSkill>marktorientierte Denkweise</SoftSkill> und einen <SoftSkill>hohen Qualitätsanspruch</SoftSkill>. ->, Sie haben eine <SoftSkill>vernetzte Denkweise</SoftSkill> und <SoftSkill>marktorientierte Denkweise</SoftSkill> und einen <SoftSkill>hohen Qualitätsanspruch</SoftSkill>.
" Für eine neu geschaffene Stelle suchen wir deshalb eine <SoftSkill>fachlich versierte</SoftSkill>, <SoftSkill_C>durchsetzungsfreudige</SoftSkill_C> und <SoftSkill>teamfähige Persönlichkeit</SoftSkill> (w/m/d) als
Verantwortlicher Qualitätswesen ->"," Für eine neu geschaffene Stelle suchen wir deshalb eine <SoftSkill>fachlich versierte Persönlichkeit</SoftSkill>, <SoftSkill>durchsetzungsfreudige Persönlichkeit</SoftSkill> und <SoftSkill>teamfähige Persönlichkeit</SoftSkill> (w/m/d) als Verantwortlicher Qualitätswesen."
" Sie sind <SoftSkill>gut organisiert</SoftSkill>, <SoftSkill>flexibel</SoftSkill> und können sowohl <SoftSkill_C>organisatorisch</SoftSkill_C> wie auch <SoftSkill_C>inhaltlich projektorientiert</SoftSkill_C> und <SoftSkill>proaktiv arbeiten</SoftSkill>. ->"," Sie sind <SoftSkill>gut organisiert</SoftSkill>, <SoftSkill>flexibel</SoftSkill> und können sowohl <SoftSkill>organisatorisch projektorientiert</SoftSkill> wie auch <SoftSkill>inhaltlich projektorientiert</SoftSkill> und <SoftSkill>proaktiv arbeiten</SoftSkill>."
" <SoftSkill_C>Organisieren</SoftSkill_C>, <SoftSkill_C>Koordinieren</SoftSkill_C> sowie <SoftSkill_C>effizientes</SoftSkill_C> und <SoftSkill>zielgerichtetes Arbeiten</SoftSkill> gehören ebenfalls zu Ihren Stärken. ->"," <SoftSkill>Organisieren</SoftSkill>, <SoftSkill>Koordinieren</SoftSkill> sowie <SoftSkill>effizientes Arbeiten</SoftSkill> und <SoftSkill>zielgerichtetes Arbeiten</SoftSkill> gehören ebenfalls zu Ihren Stärken."
" Sie  haben
<SoftSkill>Freude	an  der  Technik</SoftSkill>  und  mit  Ihrer  <SoftSkill_C>gewinnenden</SoftSkill_C>  und  <SoftSkill>zielstrebigen  Persönlichkeit</SoftSkill>
können Sie u
nsere <SoftSkill>Kunden begeistern</SoftSkill> und <SoftSkill>Projekte erfolgreich abschliessen</SoftSkill>. ->"," Sie  haben <SoftSkill>Freude an der Technik</SoftSkill>  und <SoftSkill>Freude an Ihrer gewinnenden Persönlichkeit</SoftSkill>  und <SoftSkill>Freude an Ihrer zielstrebigen Persönlichkeit</SoftSkill>
können Sie unsere <SoftSkill>Kunden begeistern</SoftSkill> und <SoftSkill>Projekte erfolgreich abschliessen</SoftSkill>."
" Sie verfügen über eine erfolgreich abgeschlossene Ausbildung als Pharma-Assistentin und überzeugen mit Ihrer <SoftSkill_C>kundenorientierten</SoftSkill_C>, <SoftSkill_C>teamfähigen</SoftSkill_C> und <SoftSkill>selbstsicheren Art</SoftSkill>. ->"," Sie verfügen über eine erfolgreich abgeschlossene Ausbildung als Pharma-Assistentin und überzeugen mit Ihrer <SoftSkill>kundenorientierten Art</SoftSkill>, <SoftSkill>teamfähigen Art</SoftSkill> und <SoftSkill>selbstsicheren Art</SoftSkill>."
 Durch Ihre <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>kommunikative Art</SoftSkill> <SoftSkill>pflegen Sie einen offenen Umgang mit den Teamkollegen und abteilungsübergreifende Zusammenarbeit</SoftSkill> erachten Sie als selbstverständlich. ->, Durch Ihre <SoftSkill>teamfähige Art</SoftSkill> und <SoftSkill>kommunikative Art</SoftSkill> <SoftSkill>pflegen Sie einen offenen Umgang mit den Teamkollegen und abteilungsübergreifende Zusammenarbeit</SoftSkill> erachten Sie als selbstverständlich.
 Haben Sie <SoftSkill>Spass an einem abwechslungsreichen Aufgabengebiet</SoftSkill> sowie einer <SoftSkill_C>flexiblen Einsatzplanung inklusive Wochenende</SoftSkill_C>? ->, Haben Sie <SoftSkill>Spass an einem abwechslungsreichen Aufgabengebiet</SoftSkill> sowie einer <SoftSkill>flexiblen Einsatzplanung inklusive Wochenende</SoftSkill>?
" <SoftSkill>Hohe Selbstständigkeit</SoftSkill>, <SoftSkill>Leistungsfähigkeit</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>
<SoftSkill_C>Sicheres</SoftSkill_C> und <SoftSkill>freundliches Auftreten</SoftSkill>
<SoftSkill_C>Durchsetzungs-</SoftSkill_C> und <SoftSkill>Einfühlungsvermögen</SoftSkill>
<SoftSkill>Identifikation mit Uniform</SoftSkill>
<SoftSkill_C>Sehr gute psychische</SoftSkill_C> und <SoftSkill>physische Belastbarkeit</SoftSkill ->"," <SoftSkill>Hohe Selbstständigkeit</SoftSkill>, <SoftSkill>Leistungsfähigkeit</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>
<SoftSkill>Sicheres Auftreten</SoftSkill> und <SoftSkill>freundliches Auftreten</SoftSkill>
<SoftSkill>Durchsetzungsvermögen</SoftSkill> und <SoftSkill>Einfühlungsvermögen</SoftSkill>
<SoftSkill>Identifikation mit Uniform</SoftSkill>
<SoftSkill>Sehr gute psychische Belastbarkeit</SoftSkill> und <SoftSkill>physische Belastbarkeit"
" <SoftSkill>Fähigkeit, Prozesse und Abläufe zu bewerten</SoftSkill>, zu <SoftSkill_C>beurteilen</SoftSkill_C> und <SoftSkill_C>Abläufe zu koordienieren</SoftSkill_C>, sowie die Fähigkeit, neue Lösungen zu planen, entwerfen/entwickeln und umzusetzen. ->"," <SoftSkill>Fähigkeit, Prozesse und Abläufe zu bewerten</SoftSkill>, <SoftSkill>Fähigkeit, Prozesse und Abläufe zu beurteilen</SoftSkill> und <SoftSkill>Fähigkeit, Abläufe zu koordienieren</SoftSkill>, sowie die Fähigkeit, neue Lösungen zu planen, entwerfen/entwickeln und umzusetzen."
" <SoftSkill>Kommunikationsstärke</SoftSkill>, <SoftSkill_C>Dienstleistungs-</SoftSkill_C> und <SoftSkill>Teamorientierung</SoftSkill> sind dabei ebenso wichtig wie <SoftSkill>Verhandlungsgeschick</SoftSkill> und <SoftSkill>exzellentes Sprachgefühl</SoftSkill> sowie Textsicherheit in Deutsch und Englisch. ->"," <SoftSkill>Kommunikationsstärke</SoftSkill>, <SoftSkill>Dienstleistungsorientierung</SoftSkill> und <SoftSkill>Teamorientierung</SoftSkill> sind dabei ebenso wichtig wie <SoftSkill>Verhandlungsgeschick</SoftSkill> und <SoftSkill>exzellentes Sprachgefühl</SoftSkill> sowie Textsicherheit in Deutsch und Englisch."
" <SoftSkill>Zielorientiert</SoftSkill>, <SoftSkill>integrativ</SoftSkill> und <SoftSkill>lösungsorientiert</SoftSkill>
<SoftSkill_C>Überzeugungs-</SoftSkill_C> und <SoftSkill>kommunikationsstark</SoftSkill>. ->"," <SoftSkill>Zielorientiert</SoftSkill>, <SoftSkill>integrativ</SoftSkill> und <SoftSkill>lösungsorientiert</SoftSkill>
<SoftSkill>Überzeugungsstark</SoftSkill> und <SoftSkill>kommunikationsstark</SoftSkill>."
" Sie <SoftSkill>erkennen Probleme in Routineprozessen</SoftSkill>
und <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill_C>lösungsorientiert</SoftSkill_C> zur
<SoftSkill>kontinuierlichen Verbesserung</SoftSkill>. ->"," Sie <SoftSkill>erkennen Probleme in Routineprozessen</SoftSkill>
und <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill>handeln lösungsorientiert</SoftSkill> zur
<SoftSkill>kontinuierlichen Verbesserung</SoftSkill>."
" Haben Sie <SoftSkill>Freude, neues zu entwickeln</SoftSkill> und <SoftSkill_C>teil eines Projektteams zu</SoftSkill_C> sein, dann haben wir die folgende Aufgabe für Sie: ->"," Haben Sie <SoftSkill>Freude, neues zu entwickeln</SoftSkill> und <SoftSkill>Freude, teil eines Projektteams zu sein</SoftSkill>, dann haben wir die folgende Aufgabe für Sie:"
" <SoftSkill>Grosses Interesse an technischen Zusammenhängen</SoftSkill>
<SoftSkill>Freude an Mathematik</SoftSkill>, <SoftSkill_C>Physik</SoftSkill_C> und <SoftSkill_C>Mechanik</SoftSkill_C>
<SoftSkill>Räumliches Vorstellungsvermögen</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>genaue Arbeitsweise</SoftSkill>
<SoftSkill>Konzentrationsfähigkeit</SoftSkill>
<SoftSkill>Organisationstalent</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill ->"," <SoftSkill>Grosses Interesse an technischen Zusammenhängen</SoftSkill>
<SoftSkill>Freude an Mathematik</SoftSkill>, <SoftSkill>Freude an Physik</SoftSkill> und <SoftSkill>Freude an Mechanik</SoftSkill>
<SoftSkill>Räumliches Vorstellungsvermögen</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>genaue Arbeitsweise</SoftSkill>
<SoftSkill>Konzentrationsfähigkeit</SoftSkill>
<SoftSkill>Organisationstalent</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>"
" abgeschlossene Berufsausbildung als Polymechaniker oder vergleichbare Ausbildung
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill_C>sauberes</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>. ->"," abgeschlossene Berufsausbildung als Polymechaniker oder vergleichbare Ausbildung
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill>sauberes Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>."
" •  Eine <SoftSkill_C>positive</SoftSkill_C>, <SoftSkill>unterstützende Einstellung</SoftSkill> sowie den <SoftSkill>Willen, Neues zu lernen</SoftSkill> und dich <SoftSkill_C>ständig zu verbessern</SoftSkill_C ->"," • Eine <SoftSkill>positive Einstellung</SoftSkill>, <SoftSkill>unterstützende Einstellung</SoftSkill> sowie den <SoftSkill>Willen, Neues zu lernen</SoftSkill> und dich <SoftSkill>ständig zu verbessern</SoftSkill>"
 Sie sind eine <SoftSkill_C>vertrauensvolle</SoftSkill_C> und <SoftSkill>akquisitionsstarke Persönlichkeit</SoftSkill> mit mehrjähriger Betreuungserfahrung im Privatkundengeschäft Schweiz. ->, Sie sind eine <SoftSkill>vertrauensvolle Persönlichkeit</SoftSkill> und <SoftSkill>akquisitionsstarke Persönlichkeit</SoftSkill> mit mehrjähriger Betreuungserfahrung im Privatkundengeschäft Schweiz.
 •  <SoftSkill_C>Einwandfreies Hör-</SoftSkill_C> und <SoftSkill>Farbwahrnehmungsvermögen</SoftSkill ->, <SoftSkill>Einwandfreies Hörwahrnehmungsvermögen</SoftSkill> und <SoftSkill>Farbwahrnehmungsvermögen</SoftSkill>
